ocel_id,ocel_time,InvoiceReceiptMSEGWEAHR,MovementTypeMSEGBWART,new_value,PostingDateMKPFBLDAT,ocel_changed_field
goods receipt:1721,2024-07-12T17:19:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1721,2024-07-09T11:17:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1721,2024-07-12T17:19:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:319,1970-01-01T00:00:00.000Z,X,101,,2022-09-25 07:27:00,
goods receipt:319,2022-09-15T21:14:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:319,2022-09-15T05:27:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:319,2022-09-15T05:27:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1938,1970-01-01T00:00:00.000Z,X,101,,2024-11-04 09:37:00,
goods receipt:1938,2024-10-28T10:22:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1938,2024-10-24T22:55:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1938,2024-10-26T01:17:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1938,2024-10-28T08:37:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1938,2024-10-24T22:55:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1938,2024-10-26T01:17:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1938,2024-10-28T08:37:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:127,1970-01-01T00:00:00.000Z,X,101,,2022-06-30 22:58:00,
goods receipt:127,2022-06-22T13:07:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:127,2022-06-21T20:58:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:127,2022-06-21T20:58:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1568,1970-01-01T00:00:00.000Z,X,101,,2024-05-17 17:01:00,
goods receipt:1568,2024-05-06T09:54:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1568,2024-05-02T15:01:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1568,2024-05-02T15:01:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:115,1970-01-01T00:00:00.000Z,X,101,,2022-06-21 08:27:00,
goods receipt:115,2022-06-10T03:22:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:115,2022-06-08T06:31:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:115,2022-06-13T06:27:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:115,2022-06-08T06:31:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:115,2022-06-13T06:27:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:871,1970-01-01T00:00:00.000Z,X,101,,2023-07-11 20:17:00,
goods receipt:871,2023-06-27T11:36:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:871,2023-06-23T18:17:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:871,2023-06-23T18:17:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:420,1970-01-01T00:00:00.000Z,X,101,,2022-11-07 00:32:00,
goods receipt:420,2022-10-18T04:32:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:420,2022-10-15T00:53:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:420,2022-10-19T22:32:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:420,2022-10-15T00:53:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:420,2022-10-19T22:32:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1615,1970-01-01T00:00:00.000Z,X,101,,2024-06-06 23:54:00,
goods receipt:1615,2024-05-22T16:31:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1615,2024-05-20T21:54:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1615,2024-05-20T21:54:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:814,1970-01-01T00:00:00.000Z,X,101,,2023-06-11 23:55:00,
goods receipt:814,2023-05-22T17:33:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:814,2023-05-22T13:19:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:814,2023-05-22T21:55:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:814,2023-05-22T13:19:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:814,2023-05-22T21:55:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:368,1970-01-01T00:00:00.000Z,X,101,,2022-10-06 19:52:00,
goods receipt:368,2022-09-21T17:38:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:368,2022-09-20T17:52:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:368,2022-09-20T17:52:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:100,1970-01-01T00:00:00.000Z,X,101,,2022-06-14 03:26:00,
goods receipt:100,2022-06-04T17:15:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:100,2022-05-30T16:14:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:100,2022-06-01T01:26:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:100,2022-05-30T16:14:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:100,2022-06-01T01:26:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:538,1970-01-01T00:00:00.000Z,X,101,,2023-01-25 05:04:00,
goods receipt:538,2023-01-10T20:58:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:538,2023-01-09T17:22:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:538,2023-01-10T16:40:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:538,2023-01-12T00:58:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:538,2023-01-12T04:04:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:538,2023-01-09T17:22:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:538,2023-01-10T16:40:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:538,2023-01-12T00:58:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:538,2023-01-12T04:04:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:374,1970-01-01T00:00:00.000Z,X,101,,2022-10-09 03:58:00,
goods receipt:374,2022-09-22T08:46:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:374,2022-09-21T13:44:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:374,2022-09-26T01:08:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:374,2022-09-30T01:58:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:374,2022-09-21T13:44:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:374,2022-09-26T01:08:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:374,2022-09-30T01:58:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1849,1970-01-01T00:00:00.000Z,X,101,,2024-09-22 05:21:00,
goods receipt:1849,2024-09-16T14:33:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1849,2024-09-11T03:21:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1849,2024-09-11T03:21:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:773,1970-01-01T00:00:00.000Z,X,101,,2023-05-23 17:10:00,
goods receipt:773,2023-05-06T10:38:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:773,2023-05-04T15:10:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:773,2023-05-04T15:10:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:738,1970-01-01T00:00:00.000Z,X,101,,2023-05-02 17:28:00,
goods receipt:738,2023-04-13T01:35:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:738,2023-04-10T19:57:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:738,2023-04-11T06:19:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:738,2023-04-14T12:47:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:738,2023-04-15T15:28:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:738,2023-04-10T19:57:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:738,2023-04-11T06:19:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:738,2023-04-14T12:47:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:738,2023-04-15T15:28:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1498,1970-01-01T00:00:00.000Z,X,101,,2024-04-12 20:32:00,
goods receipt:1498,2024-04-03T19:26:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1498,2024-03-31T18:32:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1498,2024-03-31T18:32:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:78,1970-01-01T00:00:00.000Z,X,101,,2022-06-05 12:29:00,
goods receipt:78,2022-05-24T05:40:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:78,2022-05-21T10:29:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:78,2022-05-21T10:29:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:777,1970-01-01T00:00:00.000Z,X,101,,2023-05-27 12:33:00,
goods receipt:777,2023-05-12T21:09:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:777,2023-05-12T10:33:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:777,2023-05-12T10:33:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1665,1970-01-01T00:00:00.000Z,X,101,,2024-06-21 13:57:00,
goods receipt:1665,2024-06-13T11:25:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1665,2024-06-12T04:05:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1665,2024-06-14T11:57:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1665,2024-06-12T04:05:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1665,2024-06-14T11:57:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1511,1970-01-01T00:00:00.000Z,X,101,,2024-04-17 21:59:00,
goods receipt:1511,2024-04-10T07:10:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1511,2024-04-09T19:59:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1511,2024-04-09T19:59:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1576,1970-01-01T00:00:00.000Z,X,101,,2024-05-27 08:43:00,
goods receipt:1576,2024-05-12T09:07:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1576,2024-05-06T12:09:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1576,2024-05-09T06:43:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1576,2024-05-06T12:09:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1576,2024-05-09T06:43:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:794,1970-01-01T00:00:00.000Z,X,101,,2023-06-07 03:03:00,
goods receipt:794,2023-05-26T17:48:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:794,2023-05-25T01:03:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:794,2023-05-25T01:03:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1058,1970-01-01T00:00:00.000Z,X,101,,2023-09-30 09:43:00,
goods receipt:1058,2023-09-16T08:25:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1058,2023-09-14T17:46:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1058,2023-09-15T07:02:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1058,2023-09-18T07:43:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1058,2023-09-14T17:46:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1058,2023-09-15T07:02:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1058,2023-09-18T07:43:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:684,1970-01-01T00:00:00.000Z,X,101,,2023-03-25 22:16:00,
goods receipt:684,2023-03-15T13:55:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:684,2023-03-13T12:18:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:684,2023-03-15T21:16:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:684,2023-03-13T12:18:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:684,2023-03-15T21:16:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1612,1970-01-01T00:00:00.000Z,X,101,,2024-06-05 11:43:00,
goods receipt:1612,2024-05-23T13:38:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1612,2024-05-22T09:43:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1612,2024-05-22T09:43:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1472,1970-01-01T00:00:00.000Z,X,101,,2024-03-27 06:56:00,
goods receipt:1472,2024-03-18T09:15:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1472,2024-03-12T17:58:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1472,2024-03-19T05:56:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1472,2024-03-12T17:58:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1472,2024-03-19T05:56:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:958,1970-01-01T00:00:00.000Z,X,101,,2023-08-28 19:52:00,
goods receipt:958,2023-08-04T17:04:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:958,2023-08-02T15:57:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:958,2023-08-07T07:11:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:958,2023-08-08T17:52:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:958,2023-08-02T15:57:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:958,2023-08-07T07:11:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:958,2023-08-08T17:52:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1007,1970-01-01T00:00:00.000Z,X,101,,2023-09-16 10:16:00,
goods receipt:1007,2023-08-28T23:32:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1007,2023-08-27T08:16:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1007,2023-08-27T08:16:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:363,1970-01-01T00:00:00.000Z,X,101,,2022-10-12 11:44:00,
goods receipt:363,2022-09-22T09:10:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:363,2022-09-19T18:04:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:363,2022-09-21T11:30:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:363,2022-09-21T17:06:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:363,2022-09-24T09:44:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:363,2022-09-19T18:04:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:363,2022-09-21T11:30:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:363,2022-09-21T17:06:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:363,2022-09-24T09:44:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:206,1970-01-01T00:00:00.000Z,X,101,,2022-08-07 10:41:00,
goods receipt:206,2022-07-26T22:31:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:206,2022-07-25T08:41:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:206,2022-07-25T08:41:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:954,1970-01-01T00:00:00.000Z,X,101,,2023-08-23 01:05:00,
goods receipt:954,2023-08-03T17:42:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:954,2023-07-31T22:40:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:954,2023-08-02T06:20:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:954,2023-08-03T02:30:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:954,2023-08-07T23:05:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:954,2023-07-31T22:40:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:954,2023-08-02T06:20:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:954,2023-08-03T02:30:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:954,2023-08-07T23:05:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:413,1970-01-01T00:00:00.000Z,X,101,,2022-10-25 08:40:00,
goods receipt:413,2022-10-13T07:15:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:413,2022-10-12T01:36:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:413,2022-10-12T06:40:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:413,2022-10-12T01:36:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:413,2022-10-12T06:40:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:139,1970-01-01T00:00:00.000Z,X,101,,2022-07-13 15:01:00,
goods receipt:139,2022-06-23T00:33:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:139,2022-06-20T16:56:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:139,2022-06-20T22:08:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:139,2022-06-22T13:02:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:139,2022-06-26T13:01:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:139,2022-06-20T16:56:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:139,2022-06-20T22:08:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:139,2022-06-22T13:02:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:139,2022-06-26T13:01:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:42,1970-01-01T00:00:00.000Z,X,101,,2022-05-15 12:58:00,
goods receipt:42,2022-05-11T04:47:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:42,2022-05-05T21:00:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:42,2022-05-08T10:58:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:42,2022-05-05T21:00:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:42,2022-05-08T10:58:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:19,1970-01-01T00:00:00.000Z,X,101,,2022-05-22 15:05:00,
goods receipt:19,2022-05-07T21:42:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:19,2022-04-26T18:23:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:19,2022-05-03T13:05:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:19,2022-04-26T18:23:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:19,2022-05-03T13:05:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:660,1970-01-01T00:00:00.000Z,X,101,,2023-03-27 19:58:00,
goods receipt:660,2023-03-11T05:00:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:660,2023-03-08T10:37:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:660,2023-03-08T10:51:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:660,2023-03-09T13:54:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:660,2023-03-15T18:58:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:660,2023-03-08T10:37:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:660,2023-03-08T10:51:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:660,2023-03-09T13:54:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:660,2023-03-15T18:58:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1705,1970-01-01T00:00:00.000Z,X,101,,2024-07-16 01:34:00,
goods receipt:1705,2024-07-03T08:57:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1705,2024-06-28T23:34:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1705,2024-06-28T23:34:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1387,1970-01-01T00:00:00.000Z,X,101,,2024-02-16 09:02:00,
goods receipt:1387,2024-02-13T05:20:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1387,2024-02-05T08:02:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1387,2024-02-05T08:02:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1005,1970-01-01T00:00:00.000Z,X,101,,2023-09-03 11:18:00,
goods receipt:1005,2023-08-29T05:18:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1005,2023-08-25T03:31:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1005,2023-08-25T09:18:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1005,2023-08-25T03:31:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1005,2023-08-25T09:18:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:388,1970-01-01T00:00:00.000Z,X,101,,2022-10-17 00:00:00,
goods receipt:388,2022-09-29T19:10:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:388,2022-09-27T22:00:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:388,2022-09-27T22:00:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1233,1970-01-01T00:00:00.000Z,X,101,,2023-12-20 20:54:00,
goods receipt:1233,2023-12-12T13:08:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1233,2023-12-09T19:54:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1233,2023-12-09T19:54:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1351,1970-01-01T00:00:00.000Z,X,101,,2024-02-18 03:26:00,
goods receipt:1351,2024-01-26T05:27:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1351,2024-01-21T06:53:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1351,2024-01-30T02:26:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1351,2024-01-21T06:53:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1351,2024-01-30T02:26:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:181,1970-01-01T00:00:00.000Z,X,101,,2022-07-26 17:47:00,
goods receipt:181,2022-07-07T17:21:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:181,2022-07-06T10:32:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:181,2022-07-07T12:14:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:181,2022-07-08T15:47:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:181,2022-07-06T10:32:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:181,2022-07-07T12:14:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:181,2022-07-08T15:47:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:411,1970-01-01T00:00:00.000Z,X,101,,2022-10-27 10:15:00,
goods receipt:411,2022-10-10T12:28:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:411,2022-10-07T18:50:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:411,2022-10-10T08:15:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:411,2022-10-07T18:50:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:411,2022-10-10T08:15:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1203,1970-01-01T00:00:00.000Z,X,101,,2023-12-03 11:28:00,
goods receipt:1203,2023-11-27T19:44:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1203,2023-11-21T21:09:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1203,2023-11-25T10:28:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1203,2023-11-21T21:09:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1203,2023-11-25T10:28:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:376,1970-01-01T00:00:00.000Z,X,101,,2022-10-08 08:17:00,
goods receipt:376,2022-09-23T02:08:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:376,2022-09-21T07:23:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:376,2022-09-24T17:13:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:376,2022-09-25T06:17:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:376,2022-09-21T07:23:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:376,2022-09-24T17:13:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:376,2022-09-25T06:17:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:198,1970-01-01T00:00:00.000Z,X,101,,2022-08-08 01:47:00,
goods receipt:198,2022-07-22T04:20:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:198,2022-07-18T08:28:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:198,2022-07-20T10:52:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:198,2022-07-21T23:47:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:198,2022-07-18T08:28:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:198,2022-07-20T10:52:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:198,2022-07-21T23:47:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:371,1970-01-01T00:00:00.000Z,X,101,,2022-10-08 23:10:00,
goods receipt:371,2022-09-20T16:16:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:371,2022-09-20T03:04:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:371,2022-09-21T04:49:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:371,2022-09-21T21:10:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:371,2022-09-20T03:04:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:371,2022-09-21T04:49:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:371,2022-09-21T21:10:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:718,1970-01-01T00:00:00.000Z,X,101,,2023-04-21 09:16:00,
goods receipt:718,2023-04-07T02:09:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:718,2023-04-01T23:21:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:718,2023-04-02T07:16:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:718,2023-04-01T23:21:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:718,2023-04-02T07:16:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1074,1970-01-01T00:00:00.000Z,X,101,,2023-10-07 03:19:00,
goods receipt:1074,2023-09-20T08:34:00.000Z,,,,,InvoiceReceiptMSEGWEAHR
goods receipt:1074,2023-09-18T18:19:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1074,2023-09-19T01:36:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1074,2023-09-25T01:19:00.000Z,,,,,MovementTypeMSEGBWART
goods receipt:1074,2023-09-18T18:19:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1074,2023-09-19T01:36:00.000Z,,,,,PostingDateMKPFBLDAT
goods receipt:1074,2023-09-25T01:19:00.000Z,,,,,PostingDateMKPFBLDAT
