ocel_id,ocel_time,PurchasingGroupEKKOEKGRP,PurchasingOrganizationEKKOEKORG,DocumentTypeEKKOBSART,ReleaseStatusEKKOFRGZU,VendorEKKOLIFNR,new_value,ocel_changed_field
purchase_order:527,2023-02-22T18:50:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:527,2023-02-22T18:50:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:527,2023-02-22T18:50:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:527,2023-02-22T18:50:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:527,2023-02-24T06:25:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:298,1970-01-01T00:00:00.000Z,005,Global Bike Inc,Standard PO (NB),Fully Approved,Derailleur Dynamos Co,,
purchase_order:298,2022-09-10T15:55:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:298,2022-09-10T15:55:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:298,2022-09-10T15:55:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:298,2022-09-10T15:55:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:298,2022-09-12T18:45:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:351,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Reliable Tyres Ltd,,
purchase_order:351,2022-10-04T22:35:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:351,2022-10-04T22:35:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:351,2022-10-04T22:35:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:351,2022-10-04T22:35:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:351,2022-10-08T03:26:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1496,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Rim Royals Ltd,,
purchase_order:1496,2024-08-24T06:20:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1496,2024-08-24T06:20:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1496,2024-08-24T06:20:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1496,2024-08-24T06:20:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1496,2024-08-27T01:45:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1443,1970-01-01T00:00:00.000Z,002,Global Bike Inc,Standard PO (NB),Fully Approved,Helmet Heroes Inc,,
purchase_order:1443,2024-07-13T02:00:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1443,2024-07-13T02:00:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1443,2024-07-13T02:00:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1443,2024-07-13T02:00:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1443,2024-07-16T10:19:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:938,1970-01-01T00:00:00.000Z,003,Global Bike Inc,Standard PO (NB),Fully Approved,Pump Pros Inc,,
purchase_order:938,2023-10-11T11:48:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:938,2023-10-11T11:48:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:938,2023-10-11T11:48:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:938,2023-10-11T11:48:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:938,2023-10-14T15:32:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:295,1970-01-01T00:00:00.000Z,002,Global Bike Inc,Standard PO (NB),Fully Approved,Helmet Heroes Inc,,
purchase_order:295,2022-09-07T14:20:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:295,2022-09-07T14:20:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:295,2022-09-07T14:20:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:295,2022-09-07T14:20:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:295,2022-09-09T16:21:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1306,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Secure Locks Co,,
purchase_order:1306,2024-05-07T21:22:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1306,2024-05-07T21:22:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1306,2024-05-07T21:22:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1306,2024-05-07T21:22:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1306,2024-05-10T20:21:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1504,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Valve Ventures Co,,
purchase_order:1504,2024-08-29T22:19:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1504,2024-08-29T22:19:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1504,2024-08-29T22:19:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1504,2024-08-29T22:19:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1504,2024-08-31T08:55:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:149,1970-01-01T00:00:00.000Z,002,Global Bike Inc,Standard PO (NB),Fully Approved,Pants Providers Inc,,
purchase_order:149,2022-06-27T20:02:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:149,2022-06-27T20:02:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:149,2022-06-27T20:02:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:149,2022-06-27T20:02:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:149,2022-06-28T14:22:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:269,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Bike Components Corp,,
purchase_order:269,2022-08-31T13:31:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:269,2022-08-31T13:31:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:269,2022-08-31T13:31:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:269,2022-08-31T13:31:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:269,2022-09-09T17:17:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:795,1970-01-01T00:00:00.000Z,003,Global Bike Inc,Standard PO (NB),Fully Approved,Mirror Makers Ltd,,
purchase_order:795,2023-07-27T03:36:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:795,2023-07-27T03:36:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:795,2023-07-27T03:36:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:795,2023-07-27T03:36:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:795,2023-07-28T01:13:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:31,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Quality Helmets Co,,
purchase_order:31,2022-05-01T15:22:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:31,2022-05-01T15:22:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:31,2022-05-01T15:22:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:31,2022-05-01T15:22:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:31,2022-05-02T17:25:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:126,1970-01-01T00:00:00.000Z,002,Global Bike Inc,Standard PO (NB),Fully Approved,Safety Suppliers Ltd,,
purchase_order:126,2022-06-17T09:42:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:126,2022-06-17T09:42:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:126,2022-06-17T09:42:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:126,2022-06-17T09:42:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:126,2022-06-17T19:13:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1562,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Hub Heroes Ltd,,
purchase_order:1562,2024-09-25T14:15:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1562,2024-09-25T14:15:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1562,2024-09-25T14:15:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1562,2024-09-25T14:15:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1562,2024-09-26T17:28:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1076,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Cycle Component Corp,,
purchase_order:1076,2023-12-21T01:20:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1076,2023-12-21T01:20:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1076,2023-12-21T01:20:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1076,2023-12-21T01:20:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1076,2023-12-22T11:26:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:784,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Efficient Lighting Solutions Ltd,,
purchase_order:784,2023-07-19T11:00:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:784,2023-07-19T11:00:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:784,2023-07-19T11:00:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:784,2023-07-19T11:00:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:784,2023-07-20T01:35:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:176,1970-01-01T00:00:00.000Z,005,Global Bike Inc,Standard PO (NB),Fully Approved,Lever Legends Ltd,,
purchase_order:176,2022-07-13T14:49:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:176,2022-07-13T14:49:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:176,2022-07-13T14:49:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:176,2022-07-13T14:49:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:176,2022-07-16T13:36:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1142,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Secure Locks Co,,
purchase_order:1142,2024-01-29T20:11:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1142,2024-01-29T20:11:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1142,2024-01-29T20:11:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1142,2024-01-29T20:11:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1142,2024-02-03T10:41:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:569,1970-01-01T00:00:00.000Z,002,Global Bike Inc,Standard PO (NB),Fully Approved,Comfort Clothing Inc,,
purchase_order:569,2023-03-09T20:47:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:569,2023-03-09T20:47:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:569,2023-03-09T20:47:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:569,2023-03-09T20:47:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:569,2023-03-14T04:35:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:366,1970-01-01T00:00:00.000Z,003,Global Bike Inc,Standard PO (NB),Fully Approved,Strap Stars Inc,,
purchase_order:366,2022-10-12T20:54:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:366,2022-10-12T20:54:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:366,2022-10-12T20:54:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:366,2022-10-12T20:54:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:366,2022-10-15T16:45:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:451,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Spoke Suppliers Inc,,
purchase_order:451,2023-01-04T01:19:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:451,2023-01-04T01:19:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:451,2023-01-04T01:19:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:451,2023-01-04T01:19:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:451,2023-01-07T18:56:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:906,1970-01-01T00:00:00.000Z,002,Global Bike Inc,Standard PO (NB),Fully Approved,Helmet Heroes Inc,,
purchase_order:906,2023-09-15T13:57:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:906,2023-09-15T13:57:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:906,2023-09-15T13:57:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:906,2023-09-15T13:57:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:906,2023-09-17T06:33:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1545,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Bike Components Corp,,
purchase_order:1545,2024-09-13T17:03:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1545,2024-09-13T17:03:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1545,2024-09-13T17:03:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1545,2024-09-13T17:03:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1545,2024-09-16T20:46:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:880,1970-01-01T00:00:00.000Z,005,Global Bike Inc,Standard PO (NB),Fully Approved,Cassette Captains Co,,
purchase_order:880,2023-09-10T02:01:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:880,2023-09-10T02:01:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:880,2023-09-10T02:01:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:880,2023-09-10T02:01:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:880,2023-09-12T00:33:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1124,1970-01-01T00:00:00.000Z,003,Global Bike Inc,Standard PO (NB),Fully Approved,Bottle Bosses Co,,
purchase_order:1124,2024-01-15T08:29:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1124,2024-01-15T08:29:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1124,2024-01-15T08:29:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1124,2024-01-15T08:29:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1124,2024-01-19T15:27:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1288,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Quality Helmets Co,,
purchase_order:1288,2024-04-26T11:00:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1288,2024-04-26T11:00:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1288,2024-04-26T11:00:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1288,2024-04-26T11:00:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1288,2024-05-01T11:29:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:81,1970-01-01T00:00:00.000Z,003,Global Bike Inc,Standard PO (NB),Fully Approved,Bottle Bosses Co,,
purchase_order:81,2022-05-23T08:16:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:81,2022-05-23T08:16:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:81,2022-05-23T08:16:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:81,2022-05-23T08:16:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:81,2022-05-29T23:41:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:386,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Professional Cycling Products,,
purchase_order:386,2022-11-01T01:19:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:386,2022-11-01T01:19:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:386,2022-11-01T01:19:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:386,2022-11-01T01:19:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:386,2022-11-01T08:43:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:695,1970-01-01T00:00:00.000Z,002,Global Bike Inc,Standard PO (NB),Fully Approved,Safety Gear Ltd,,
purchase_order:695,2023-05-29T15:20:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:695,2023-05-29T15:20:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:695,2023-05-29T15:20:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:695,2023-05-29T15:20:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:695,2023-06-01T08:50:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:331,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Valve Ventures Co,,
purchase_order:331,2022-09-22T12:20:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:331,2022-09-22T12:20:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:331,2022-09-22T12:20:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:331,2022-09-22T12:20:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:331,2022-09-24T03:16:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:660,1970-01-01T00:00:00.000Z,005,Global Bike Inc,Standard PO (NB),Fully Approved,Derailleur Dynamos Co,,
purchase_order:660,2023-05-09T15:38:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:660,2023-05-09T15:38:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:660,2023-05-09T15:38:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:660,2023-05-09T15:38:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:660,2023-05-21T08:55:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:162,1970-01-01T00:00:00.000Z,002,Global Bike Inc,Standard PO (NB),Fully Approved,Helmet Heroes Inc,,
purchase_order:162,2022-07-08T08:09:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:162,2022-07-08T08:09:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:162,2022-07-08T08:09:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:162,2022-07-08T08:09:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:162,2022-07-15T19:44:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:873,1970-01-01T00:00:00.000Z,002,Global Bike Inc,Standard PO (NB),Fully Approved,Safety Gear Ltd,,
purchase_order:873,2023-09-07T12:34:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:873,2023-09-07T12:34:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:873,2023-09-07T12:34:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:873,2023-09-07T12:34:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:873,2023-09-07T14:10:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:377,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Cycle Parts Manufacturing,,
purchase_order:377,2022-10-17T10:36:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:377,2022-10-17T10:36:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:377,2022-10-17T10:36:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:377,2022-10-17T10:36:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:377,2022-10-23T09:13:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:783,1970-01-01T00:00:00.000Z,001,Global Bike Inc,Standard PO (NB),Fully Approved,Efficient Lighting Solutions Ltd,,
purchase_order:783,2023-07-21T01:37:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:783,2023-07-21T01:37:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:783,2023-07-21T01:37:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:783,2023-07-21T01:37:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:783,2023-08-01T01:54:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1153,1970-01-01T00:00:00.000Z,005,Global Bike Inc,Standard PO (NB),Fully Approved,Crankset Kings Ltd,,
purchase_order:1153,2024-02-06T05:14:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1153,2024-02-06T05:14:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1153,2024-02-06T05:14:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1153,2024-02-06T05:14:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1153,2024-02-13T07:43:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:27,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Valve Ventures Co,,
purchase_order:27,2022-04-27T22:12:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:27,2022-04-27T22:12:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:27,2022-04-27T22:12:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:27,2022-04-27T22:12:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:27,2022-04-29T05:32:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:407,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Cycle Component Corp,,
purchase_order:407,2022-11-25T14:03:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:407,2022-11-25T14:03:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:407,2022-11-25T14:03:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:407,2022-11-25T14:03:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:407,2022-11-26T21:35:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:610,1970-01-01T00:00:00.000Z,005,Global Bike Inc,Standard PO (NB),Fully Approved,Chain Chiefs Ltd,,
purchase_order:610,2023-04-03T10:18:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:610,2023-04-03T10:18:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:610,2023-04-03T10:18:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:610,2023-04-03T10:18:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:610,2023-04-08T21:44:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1176,1970-01-01T00:00:00.000Z,005,Global Bike Inc,Standard PO (NB),Fully Approved,Brake Bosses Ltd,,
purchase_order:1176,2024-02-16T21:53:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1176,2024-02-16T21:53:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1176,2024-02-16T21:53:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1176,2024-02-16T21:53:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1176,2024-02-19T12:37:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:25,1970-01-01T00:00:00.000Z,002,Global Bike Inc,Standard PO (NB),Fully Approved,Safety Gear Ltd,,
purchase_order:25,2022-04-23T00:41:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:25,2022-04-23T00:41:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:25,2022-04-23T00:41:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:25,2022-04-23T00:41:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:25,2022-04-26T11:51:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:114,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Nipple Navigators Co,,
purchase_order:114,2022-06-09T05:36:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:114,2022-06-09T05:36:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:114,2022-06-09T05:36:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:114,2022-06-09T05:36:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:114,2022-06-10T04:03:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:790,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Nipple Navigators Co,,
purchase_order:790,2023-07-27T13:27:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:790,2023-07-27T13:27:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:790,2023-07-27T13:27:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:790,2023-07-27T13:27:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:790,2023-08-01T01:51:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1508,1970-01-01T00:00:00.000Z,004,Global Bike Inc,Standard PO (NB),Fully Approved,Bearing Barons Inc,,
purchase_order:1508,2024-09-02T21:40:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1508,2024-09-02T21:40:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1508,2024-09-02T21:40:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
purchase_order:1508,2024-09-02T21:40:00.000Z,,,,,,,DocumentTypeEKKOBSART
purchase_order:1508,2024-09-08T05:57:00.000Z,,,,,,,ReleaseStatusEKKOFRGZU
purchase_order:1301,1970-01-01T00:00:00.000Z,003,Global Bike Inc,Standard PO (NB),Fully Approved,Pump Pros Inc,,
purchase_order:1301,2024-05-02T04:06:00.000Z,,,,,,,VendorEKKOLIFNR
purchase_order:1301,2024-05-02T04:06:00.000Z,,,,,,,PurchasingOrganizationEKKOEKORG
purchase_order:1301,2024-05-02T04:06:00.000Z,,,,,,,PurchasingGroupEKKOEKGRP
