ocel_id,ocel_time,PurchasingGroupEBANEKGRP,ReleaseIndicatorEBANFRGZU,new_value,ocel_changed_field
purchase_requisition:69:pr_trigger_69,2022-06-01T04:23:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:69:pr_trigger_69,2022-06-05T06:12:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:769:pr_trigger_769,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:769:pr_trigger_769,2024-05-01T23:19:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:769:pr_trigger_769,2024-05-03T03:31:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:525:pr_trigger_525,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:525:pr_trigger_525,2023-09-08T12:59:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:525:pr_trigger_525,2023-09-08T14:06:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:482:pr_trigger_482,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:482:pr_trigger_482,2023-08-15T01:59:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:482:pr_trigger_482,2023-08-20T05:53:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:875:pr_trigger_875,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:875:pr_trigger_875,2024-08-21T16:07:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:875:pr_trigger_875,2024-08-28T10:59:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:779:pr_trigger_779,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:779:pr_trigger_779,2024-05-10T06:00:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:779:pr_trigger_779,2024-05-15T07:55:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:179:pr_trigger_179,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:179:pr_trigger_179,2022-09-06T08:17:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:233:pr_trigger_233,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:233:pr_trigger_233,2022-11-08T22:28:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:233:pr_trigger_233,2022-11-09T18:17:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:104:pr_trigger_104,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:104:pr_trigger_104,2022-07-08T13:41:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:104:pr_trigger_104,2022-07-15T17:29:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:58:pr_trigger_58,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:58:pr_trigger_58,2022-05-22T08:07:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:58:pr_trigger_58,2022-05-24T19:28:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:301:pr_trigger_301,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:301:pr_trigger_301,2023-02-22T18:07:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:301:pr_trigger_301,2023-03-04T18:59:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:625:pr_trigger_625,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:625:pr_trigger_625,2023-12-19T12:36:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:400:pr_trigger_400,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:400:pr_trigger_400,2023-05-27T11:32:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:400:pr_trigger_400,2023-06-01T19:54:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:833:pr_trigger_833,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:833:pr_trigger_833,2024-07-07T11:42:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:833:pr_trigger_833,2024-07-12T08:10:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:219:pr_trigger_219,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:219:pr_trigger_219,2022-10-12T07:53:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:219:pr_trigger_219,2022-10-24T05:15:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:112:pr_trigger_112,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:112:pr_trigger_112,2022-07-16T10:26:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:112:pr_trigger_112,2022-07-20T14:19:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:598:pr_trigger_598,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:598:pr_trigger_598,2023-11-27T06:41:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:598:pr_trigger_598,2023-12-01T01:35:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:288:pr_trigger_288,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:288:pr_trigger_288,2023-01-24T15:14:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:288:pr_trigger_288,2023-01-29T03:04:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:693:pr_trigger_693,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:693:pr_trigger_693,2024-02-22T07:16:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:693:pr_trigger_693,2024-02-24T06:27:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:4:pr_trigger_4,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:4:pr_trigger_4,2022-04-11T14:37:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:4:pr_trigger_4,2022-04-14T07:40:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:117:pr_trigger_117,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:117:pr_trigger_117,2022-07-19T07:29:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:117:pr_trigger_117,2022-07-20T22:17:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:548:pr_trigger_548,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:548:pr_trigger_548,2023-10-08T13:55:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:548:pr_trigger_548,2023-10-09T18:51:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:125:pr_trigger_125,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:125:pr_trigger_125,2022-07-29T16:50:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:125:pr_trigger_125,2022-08-01T21:06:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:588:pr_trigger_588,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:588:pr_trigger_588,2023-11-25T16:09:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:588:pr_trigger_588,2023-11-27T16:24:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:300:pr_trigger_300,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:300:pr_trigger_300,2023-02-07T13:28:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:210:pr_trigger_210,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:210:pr_trigger_210,2022-10-06T13:08:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:210:pr_trigger_210,2022-10-09T09:26:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:594:pr_trigger_594,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:594:pr_trigger_594,2023-11-24T12:16:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:594:pr_trigger_594,2023-11-25T18:49:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:716:pr_trigger_716,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:716:pr_trigger_716,2024-03-16T20:08:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:716:pr_trigger_716,2024-03-29T19:06:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:253:pr_trigger_253,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:253:pr_trigger_253,2022-12-12T11:33:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:253:pr_trigger_253,2022-12-13T10:30:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:334:pr_trigger_334,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:334:pr_trigger_334,2023-02-28T14:04:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:520:pr_trigger_520,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:520:pr_trigger_520,2023-09-07T07:54:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:520:pr_trigger_520,2023-09-09T05:02:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:285:pr_trigger_285,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:285:pr_trigger_285,2023-01-23T19:48:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:285:pr_trigger_285,2023-01-25T00:30:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:187:pr_trigger_187,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:187:pr_trigger_187,2022-09-11T18:03:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:425:pr_trigger_425,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:425:pr_trigger_425,2023-06-10T17:03:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:425:pr_trigger_425,2023-06-13T21:27:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:138:pr_trigger_138,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:138:pr_trigger_138,2022-08-15T06:16:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:138:pr_trigger_138,2022-08-17T23:05:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:919:pr_trigger_919,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:919:pr_trigger_919,2024-09-25T10:12:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:919:pr_trigger_919,2024-09-26T19:40:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:287:pr_trigger_287,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:287:pr_trigger_287,2023-01-26T01:57:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:287:pr_trigger_287,2023-02-02T15:13:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:563:pr_trigger_563,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:563:pr_trigger_563,2023-10-27T02:41:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:330:pr_trigger_330,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:330:pr_trigger_330,2023-03-02T02:39:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:644:pr_trigger_644,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:644:pr_trigger_644,2024-01-01T11:07:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:644:pr_trigger_644,2024-01-03T00:06:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:205:pr_trigger_205,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:205:pr_trigger_205,2022-09-30T10:33:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:205:pr_trigger_205,2022-10-01T06:05:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:611:pr_trigger_611,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:611:pr_trigger_611,2023-12-20T15:13:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:611:pr_trigger_611,2023-12-22T21:16:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:813:pr_trigger_813,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:813:pr_trigger_813,2024-06-14T21:12:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:813:pr_trigger_813,2024-06-21T23:28:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:363:pr_trigger_363,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:363:pr_trigger_363,2023-04-03T19:30:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:363:pr_trigger_363,2023-04-07T16:25:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:382:pr_trigger_382,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:382:pr_trigger_382,2023-05-02T18:40:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:382:pr_trigger_382,2023-05-08T11:33:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:261:pr_trigger_261,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:261:pr_trigger_261,2022-12-19T19:13:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:261:pr_trigger_261,2022-12-20T15:55:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:880:pr_trigger_880,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:880:pr_trigger_880,2024-08-27T08:24:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:880:pr_trigger_880,2024-09-02T16:18:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:271:pr_trigger_271,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:271:pr_trigger_271,2023-01-04T02:11:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:271:pr_trigger_271,2023-01-05T20:41:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:884:pr_trigger_884,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:884:pr_trigger_884,2024-09-06T14:47:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:884:pr_trigger_884,2024-09-10T02:15:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:240:pr_trigger_240,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:240:pr_trigger_240,2022-11-24T09:17:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:240:pr_trigger_240,2022-11-25T01:51:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:518:pr_trigger_518,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:518:pr_trigger_518,2023-09-09T15:52:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:223:pr_trigger_223,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:223:pr_trigger_223,2022-10-14T06:53:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:223:pr_trigger_223,2022-10-17T10:36:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:577:pr_trigger_577,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:577:pr_trigger_577,2023-11-13T08:30:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:577:pr_trigger_577,2023-11-19T23:38:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:242:pr_trigger_242,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:242:pr_trigger_242,2022-11-24T17:12:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:242:pr_trigger_242,2022-11-26T18:33:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:704:pr_trigger_704,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:704:pr_trigger_704,2024-03-06T16:42:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:704:pr_trigger_704,2024-03-11T21:59:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:853:pr_trigger_853,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:853:pr_trigger_853,2024-07-24T03:06:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:853:pr_trigger_853,2024-07-26T14:00:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:142:pr_trigger_142,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:142:pr_trigger_142,2022-08-19T20:15:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:675:pr_trigger_675,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:675:pr_trigger_675,2024-02-03T02:58:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:675:pr_trigger_675,2024-02-06T06:06:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:322:pr_trigger_322,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:322:pr_trigger_322,2023-02-23T08:29:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:322:pr_trigger_322,2023-02-27T04:12:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:385:pr_trigger_385,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:385:pr_trigger_385,2023-05-01T08:20:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:385:pr_trigger_385,2023-05-01T13:40:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:53:pr_trigger_53,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:53:pr_trigger_53,2022-05-26T10:17:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:53:pr_trigger_53,2022-05-29T06:50:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:127:pr_trigger_127,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:127:pr_trigger_127,2022-08-06T13:34:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:535:pr_trigger_535,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:535:pr_trigger_535,2023-09-19T01:09:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:535:pr_trigger_535,2023-09-19T09:50:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:443:pr_trigger_443,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:443:pr_trigger_443,2023-07-02T17:06:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:443:pr_trigger_443,2023-07-11T12:11:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:757:pr_trigger_757,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:757:pr_trigger_757,2024-04-22T21:38:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:789:pr_trigger_789,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:789:pr_trigger_789,2024-05-18T12:43:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:12:pr_trigger_12,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:12:pr_trigger_12,2022-04-14T06:35:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:12:pr_trigger_12,2022-04-16T12:36:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:148:pr_trigger_148,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:148:pr_trigger_148,2022-08-25T10:58:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:148:pr_trigger_148,2022-08-27T01:43:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:71:pr_trigger_71,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:71:pr_trigger_71,2022-06-04T17:07:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:71:pr_trigger_71,2022-06-06T08:45:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:694:pr_trigger_694,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:694:pr_trigger_694,2024-02-21T00:54:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:466:pr_trigger_466,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:466:pr_trigger_466,2023-07-22T11:31:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:466:pr_trigger_466,2023-07-26T08:27:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:735:pr_trigger_735,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:735:pr_trigger_735,2024-04-08T07:19:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:735:pr_trigger_735,2024-04-10T17:35:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:101:pr_trigger_101,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:101:pr_trigger_101,2022-07-10T14:26:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:101:pr_trigger_101,2022-07-11T18:35:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:408:pr_trigger_408,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:408:pr_trigger_408,2023-05-29T03:12:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:408:pr_trigger_408,2023-06-01T09:34:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:194:pr_trigger_194,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:194:pr_trigger_194,2022-09-17T17:19:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:194:pr_trigger_194,2022-09-26T04:47:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:698:pr_trigger_698,1970-01-01T00:00:00.000Z,001,Released,,
purchase_requisition:698:pr_trigger_698,2024-02-23T01:02:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:839:pr_trigger_839,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:839:pr_trigger_839,2024-07-13T04:01:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:839:pr_trigger_839,2024-07-15T17:53:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:892:pr_trigger_892,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:892:pr_trigger_892,2024-09-06T23:08:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:892:pr_trigger_892,2024-09-09T10:58:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:747:pr_trigger_747,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:747:pr_trigger_747,2024-04-13T02:20:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:747:pr_trigger_747,2024-04-18T12:56:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:508:pr_trigger_508,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:508:pr_trigger_508,2023-09-01T20:02:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:508:pr_trigger_508,2023-09-04T14:45:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:413:pr_trigger_413,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:413:pr_trigger_413,2023-05-31T08:50:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:413:pr_trigger_413,2023-05-31T09:34:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:23:pr_trigger_23,1970-01-01T00:00:00.000Z,004,Released,,
purchase_requisition:23:pr_trigger_23,2022-05-03T02:35:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:23:pr_trigger_23,2022-05-05T20:02:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:470:pr_trigger_470,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:470:pr_trigger_470,2023-07-23T22:29:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:470:pr_trigger_470,2023-07-25T05:56:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:161:pr_trigger_161,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:161:pr_trigger_161,2022-08-30T16:32:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:161:pr_trigger_161,2022-08-31T19:04:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:573:pr_trigger_573,1970-01-01T00:00:00.000Z,002,Released,,
purchase_requisition:573:pr_trigger_573,2023-11-08T13:59:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:573:pr_trigger_573,2023-11-14T12:28:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:175:pr_trigger_175,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:175:pr_trigger_175,2022-09-07T11:14:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:175:pr_trigger_175,2022-09-13T00:17:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:162:pr_trigger_162,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:162:pr_trigger_162,2022-08-30T14:16:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:162:pr_trigger_162,2022-09-05T07:03:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:523:pr_trigger_523,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:523:pr_trigger_523,2023-09-08T10:25:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:641:pr_trigger_641,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:641:pr_trigger_641,2023-12-30T08:26:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:641:pr_trigger_641,2024-01-01T20:44:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:758:pr_trigger_758,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:758:pr_trigger_758,2024-04-28T06:22:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:758:pr_trigger_758,2024-05-05T05:18:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:158:pr_trigger_158,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:158:pr_trigger_158,2022-08-28T23:55:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:158:pr_trigger_158,2022-09-03T01:58:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:823:pr_trigger_823,1970-01-01T00:00:00.000Z,003,Released,,
purchase_requisition:823:pr_trigger_823,2024-06-24T17:35:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:823:pr_trigger_823,2024-06-26T10:06:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:388:pr_trigger_388,1970-01-01T00:00:00.000Z,005,Released,,
purchase_requisition:388:pr_trigger_388,2023-05-12T19:52:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:388:pr_trigger_388,2023-05-17T21:39:00.000Z,,,,ReleaseIndicatorEBANFRGZU
purchase_requisition:764:pr_trigger_764,1970-01-01T00:00:00.000Z,001,Released,,
