ocel_id,ocel_time,NetPriceEKPONETPR,QuantityEKPOMENGE,DeliveryDateEKPOBEDAT,PlantEKPOWERKS,MaterialEKPOMATNR,StorageLocationEKPOLGORT,ocel_changed_field
material:354,1970-01-01T00:00:00.000Z,950.0,70.0,2023-10-15 09:30:12.624633,3000,TIRE_28,0004,
material:1964,1970-01-01T00:00:00.000Z,1400.0,59.0,2023-10-16 09:30:27.363727,4000,CRANKSET,0005,
material:65,1970-01-01T00:00:00.000Z,600.0,7.0,2023-10-07 09:30:10.525701,5000,GLOVES_M,0003,
material:1620,1970-01-01T00:00:00.000Z,650.0,68.0,2023-10-15 09:30:23.780029,3000,LOCK,0004,
material:814,1970-01-01T00:00:00.000Z,450.0,34.0,2023-10-12 09:30:16.129346,1000,GLOVES_S,0001,
material:1848,1970-01-01T00:00:00.000Z,950.0,22.0,2023-10-23 09:30:26.240094,4000,TIRE_28,0004,
material:78,1970-01-01T00:00:00.000Z,1100.0,5.0,2023-10-29 09:30:10.652523,4000,TUBE_26,0003,
material:1585,1970-01-01T00:00:00.000Z,950.0,3.0,2023-10-17 09:30:23.229804,1000,RIM_TAPE,0003,
material:227,1970-01-01T00:00:00.000Z,900.0,95.0,2023-10-08 09:30:11.661093,4000,BIKE_BELL,0001,
material:1432,1970-01-01T00:00:00.000Z,350.0,38.0,2023-10-09 09:30:21.890401,4000,PANTS_S,0001,
material:57,1970-01-01T00:00:00.000Z,650.0,61.0,2023-10-17 09:30:10.498532,1000,SPEEDOMETER,0003,
material:674,1970-01-01T00:00:00.000Z,100.0,30.0,2023-10-29 09:30:15.277772,2000,BIKE_FRAME,0001,
material:188,1970-01-01T00:00:00.000Z,350.0,90.0,2023-10-31 09:30:11.459765,1000,HELMET_M,0005,
material:1257,1970-01-01T00:00:00.000Z,350.0,14.0,2023-10-28 09:30:19.972927,1000,PANTS_S,0001,
material:2293,1970-01-01T00:00:00.000Z,750.0,59.0,2023-10-23 09:30:31.778121,3000,LIGHT_REAR,0003,
material:91,1970-01-01T00:00:00.000Z,650.0,51.0,2023-11-01 09:30:10.813527,2000,LOCK,0003,
material:769,1970-01-01T00:00:00.000Z,600.0,85.0,2023-10-29 09:30:15.855932,1000,JACKET_L,0001,
material:1761,1970-01-01T00:00:00.000Z,300.0,15.0,2023-10-29 09:30:25.182020,4000,BIKE_PEDAL,0005,
material:151,1970-01-01T00:00:00.000Z,750.0,68.0,2023-10-19 09:30:11.203209,5000,PEDAL_STRAP,0005,
material:1375,1970-01-01T00:00:00.000Z,1500.0,6.0,2023-10-20 09:30:21.402477,3000,CABLE,0003,
material:1222,1970-01-01T00:00:00.000Z,700.0,95.0,2023-10-23 09:30:19.779279,2000,PUMP,0004,
material:2015,1970-01-01T00:00:00.000Z,450.0,91.0,2023-10-24 09:30:27.914228,4000,JACKET_M,0001,
material:129,1970-01-01T00:00:00.000Z,750.0,25.0,2023-10-09 09:30:11.030972,3000,PEDAL_STRAP,0001,
material:972,1970-01-01T00:00:00.000Z,300.0,40.0,2023-10-21 09:30:17.739903,2000,BIKE_FORK,0004,
material:573,1970-01-01T00:00:00.000Z,950.0,86.0,2023-10-03 09:30:14.499310,3000,HUB_BEARING,0004,
material:1026,1970-01-01T00:00:00.000Z,800.0,85.0,2023-10-11 09:30:18.146771,4000,LIGHT_FRONT,0001,
material:545,1970-01-01T00:00:00.000Z,1300.0,88.0,2023-10-13 09:30:14.172551,2000,CHAINRING,0003,
material:1515,1970-01-01T00:00:00.000Z,150.0,37.0,2023-10-20 09:30:22.466499,3000,BIKE_BRAKE,0003,
material:585,1970-01-01T00:00:00.000Z,350.0,48.0,2023-10-30 09:30:14.680902,3000,PANTS_S,0001,
material:1998,1970-01-01T00:00:00.000Z,150.0,48.0,2023-11-01 09:30:27.811034,5000,BIKE_BRAKE,0004,
material:1400,1970-01-01T00:00:00.000Z,500.0,51.0,2023-10-12 09:30:21.562739,5000,JACKET_S,0001,
material:650,1970-01-01T00:00:00.000Z,1100.0,80.0,2023-10-15 09:30:15.064498,2000,SPOKE,0004,
material:1681,1970-01-01T00:00:00.000Z,1050.0,25.0,2023-10-28 09:30:24.356332,1000,TUBE_28,0002,
material:1353,1970-01-01T00:00:00.000Z,950.0,22.0,2023-10-25 09:30:21.172223,2000,TIRE_28,0004,
material:854,1970-01-01T00:00:00.000Z,150.0,61.0,2023-10-19 09:30:16.634000,3000,BIKE_BRAKE,0003,
material:324,1970-01-01T00:00:00.000Z,1250.0,34.0,2023-10-12 09:30:12.484315,5000,CHAIN,0004,
material:547,1970-01-01T00:00:00.000Z,1500.0,71.0,2023-10-22 09:30:14.198781,4000,PEDAL,0002,
material:1868,1970-01-01T00:00:00.000Z,900.0,8.0,2023-10-26 09:30:26.361618,2000,MIRROR,0001,
material:2057,1970-01-01T00:00:00.000Z,400.0,90.0,2023-10-15 09:30:28.828929,4000,HELMET_S,0004,
material:677,1970-01-01T00:00:00.000Z,1300.0,10.0,2023-10-21 09:30:15.306779,1000,CHAINRING,0003,
material:133,1970-01-01T00:00:00.000Z,650.0,91.0,2023-10-09 09:30:11.054787,4000,LOCK,0002,
material:565,1970-01-01T00:00:00.000Z,150.0,57.0,2023-10-06 09:30:14.425507,1000,BIKE_BRAKE,0005,
material:2186,1970-01-01T00:00:00.000Z,300.0,84.0,2023-10-29 09:30:30.528051,1000,BIKE_PEDAL,0002,
material:1019,1970-01-01T00:00:00.000Z,900.0,86.0,2023-10-30 09:30:18.097430,4000,BIKE_BELL,0002,
material:602,1970-01-01T00:00:00.000Z,1200.0,73.0,2023-10-04 09:30:14.791873,3000,VALVE,0002,
material:1988,1970-01-01T00:00:00.000Z,500.0,52.0,2023-10-09 09:30:27.662103,2000,HELMET_L,0005,
material:1521,1970-01-01T00:00:00.000Z,650.0,28.0,2023-10-26 09:30:22.537559,2000,BOTTLE_CAGE,0004,
material:297,1970-01-01T00:00:00.000Z,1100.0,8.0,2023-10-04 09:30:12.155371,2000,TUBE_26,0002,
material:1697,1970-01-01T00:00:00.000Z,500.0,37.0,2023-10-15 09:30:24.470553,4000,JACKET_S,0003,
material:148,1970-01-01T00:00:00.000Z,750.0,47.0,2023-10-08 09:30:11.203190,3000,LIGHT_REAR,0002,
material:2282,1970-01-01T00:00:00.000Z,800.0,40.0,2023-10-14 09:30:31.536410,2000,WATER_BOTTLE,0005,
material:1347,1970-01-01T00:00:00.000Z,350.0,82.0,2023-10-16 09:30:21.047533,4000,PANTS_S,0002,
material:2211,1970-01-01T00:00:00.000Z,1500.0,44.0,2023-10-22 09:30:30.731532,4000,CABLE,0004,
material:673,1970-01-01T00:00:00.000Z,150.0,44.0,2023-10-10 09:30:15.277767,1000,BIKE_SEAT,0003,
material:1603,1970-01-01T00:00:00.000Z,750.0,24.0,2023-10-15 09:30:23.484272,3000,LIGHT_REAR,0003,
material:693,1970-01-01T00:00:00.000Z,1350.0,61.0,2023-10-29 09:30:15.490506,5000,SHIFT_LEVER,0001,
material:839,1970-01-01T00:00:00.000Z,600.0,8.0,2023-10-25 09:30:16.284628,4000,JACKET_L,0004,
material:2034,1970-01-01T00:00:00.000Z,500.0,21.0,2023-10-24 09:30:28.401476,1000,HELMET_L,0001,
material:663,1970-01-01T00:00:00.000Z,750.0,97.0,2023-10-04 09:30:15.190918,4000,LIGHT_REAR,0003,
material:2144,1970-01-01T00:00:00.000Z,1400.0,44.0,2023-10-15 09:30:29.952999,5000,CRANKSET,0002,
material:843,1970-01-01T00:00:00.000Z,500.0,19.0,2023-10-15 09:30:16.411157,4000,HELMET_L,0004,
material:1631,1970-01-01T00:00:00.000Z,250.0,98.0,2023-10-10 09:30:24.020105,2000,BIKE_HANDLE,0003,
material:590,1970-01-01T00:00:00.000Z,800.0,48.0,2023-10-28 09:30:14.691113,5000,LIGHT_FRONT,0004,
material:994,1970-01-01T00:00:00.000Z,400.0,95.0,2023-10-21 09:30:17.915116,1000,HELMET_S,0001,
material:29,1970-01-01T00:00:00.000Z,300.0,98.0,2023-10-08 09:30:10.281654,1000,BIKE_PEDAL,0004,
material:528,1970-01-01T00:00:00.000Z,650.0,94.0,2023-10-09 09:30:13.995933,5000,SPEEDOMETER,0005,
material:1284,1970-01-01T00:00:00.000Z,350.0,81.0,2023-10-23 09:30:20.277860,1000,GLOVES_L,0002,
material:1086,1970-01-01T00:00:00.000Z,650.0,24.0,2023-10-19 09:30:18.617714,5000,SPEEDOMETER,0003,
material:2198,1970-01-01T00:00:00.000Z,1200.0,5.0,2023-10-30 09:30:30.605400,2000,VALVE,0003,
material:2181,1970-01-01T00:00:00.000Z,1200.0,67.0,2023-10-11 09:30:30.468023,2000,WHEEL_HUB,0004,
material:1060,1970-01-01T00:00:00.000Z,1250.0,93.0,2023-10-03 09:30:18.498454,3000,CHAIN,0005,
material:1482,1970-01-01T00:00:00.000Z,1400.0,59.0,2023-10-03 09:30:22.287669,1000,CRANKSET,0001,
material:786,1970-01-01T00:00:00.000Z,1350.0,23.0,2023-10-26 09:30:16.049515,1000,SHIFT_LEVER,0004,
material:284,1970-01-01T00:00:00.000Z,1100.0,52.0,2023-10-27 09:30:12.117894,1000,SPOKE,0004,
material:1692,1970-01-01T00:00:00.000Z,300.0,62.0,2023-10-30 09:30:24.460072,5000,BIKE_PEDAL,0003,
material:882,1970-01-01T00:00:00.000Z,1400.0,46.0,2023-10-21 09:30:16.795909,5000,DERAILLEUR,0002,
material:103,1970-01-01T00:00:00.000Z,100.0,1.0,2023-10-14 09:30:10.870027,3000,BIKE_FRAME,0003,
material:1441,1970-01-01T00:00:00.000Z,1300.0,50.0,2023-10-03 09:30:21.919738,1000,CHAINRING,0004,
material:760,1970-01-01T00:00:00.000Z,1100.0,79.0,2023-10-15 09:30:15.717501,5000,TUBE_26,0005,
material:1925,1970-01-01T00:00:00.000Z,1100.0,26.0,2023-10-23 09:30:26.995008,1000,SPOKE,0003,
material:1772,1970-01-01T00:00:00.000Z,1350.0,20.0,2023-10-24 09:30:25.272715,2000,BOTTOM_BRACKET,0001,
material:75,1970-01-01T00:00:00.000Z,1100.0,43.0,2023-10-10 09:30:10.649279,5000,SPOKE,0004,
material:1883,1970-01-01T00:00:00.000Z,1250.0,92.0,2023-10-11 09:30:26.550920,1000,CASSETTE,0002,
material:772,1970-01-01T00:00:00.000Z,800.0,50.0,2023-10-14 09:30:15.899457,1000,WATER_BOTTLE,0005,
material:2263,1970-01-01T00:00:00.000Z,900.0,3.0,2023-10-18 09:30:31.292282,2000,BIKE_BELL,0005,
material:1263,1970-01-01T00:00:00.000Z,1400.0,10.0,2023-10-12 09:30:20.059168,5000,CRANKSET,0005,
material:1802,1970-01-01T00:00:00.000Z,1300.0,67.0,2023-10-11 09:30:25.763643,1000,CHAINRING,0005,
material:895,1970-01-01T00:00:00.000Z,250.0,44.0,2023-10-18 09:30:16.861779,3000,BIKE_HANDLE,0003,
material:1273,1970-01-01T00:00:00.000Z,750.0,40.0,2023-10-08 09:30:20.234878,3000,PEDAL_STRAP,0003,
material:1168,1970-01-01T00:00:00.000Z,750.0,55.0,2023-10-14 09:30:19.245946,5000,PEDAL_STRAP,0004,
material:1054,1970-01-01T00:00:00.000Z,1500.0,80.0,2023-10-20 09:30:18.406928,4000,PEDAL,0002,
material:1718,1970-01-01T00:00:00.000Z,1050.0,1.0,2023-10-07 09:30:24.790610,5000,NIPPLE,0002,
material:1085,1970-01-01T00:00:00.000Z,700.0,93.0,2023-10-17 09:30:18.613305,3000,PUMP,0003,
material:1825,1970-01-01T00:00:00.000Z,900.0,24.0,2023-10-06 09:30:26.073957,5000,BIKE_BELL,0001,
material:1555,1970-01-01T00:00:00.000Z,300.0,97.0,2023-10-24 09:30:22.859839,1000,BIKE_PEDAL,0005,
material:441,1970-01-01T00:00:00.000Z,400.0,58.0,2023-10-09 09:30:13.191598,1000,HELMET_S,0005,
material:1602,1970-01-01T00:00:00.000Z,650.0,72.0,2023-10-22 09:30:23.484268,2000,SPEEDOMETER,0002,
material:716,1970-01-01T00:00:00.000Z,1500.0,36.0,2023-10-26 09:30:15.575555,1000,PEDAL,0003,
material:986,1970-01-01T00:00:00.000Z,1000.0,89.0,2023-10-07 09:30:17.876451,2000,TIRE_26,0002,
material:190,1970-01-01T00:00:00.000Z,900.0,94.0,2023-10-09 09:30:11.471822,1000,BIKE_BELL,0003,
material:621,1970-01-01T00:00:00.000Z,150.0,50.0,2023-10-09 09:30:14.928606,5000,BIKE_SEAT,0002,
material:651,1970-01-01T00:00:00.000Z,650.0,15.0,2023-11-01 09:30:15.087319,1000,BOTTLE_CAGE,0005,
material:184,1970-01-01T00:00:00.000Z,1500.0,85.0,2023-10-31 09:30:11.387030,3000,CABLE,0002,
material:312,1970-01-01T00:00:00.000Z,700.0,10.0,2023-10-19 09:30:12.422618,3000,PUMP,0003,
material:681,1970-01-01T00:00:00.000Z,800.0,2.0,2023-10-29 09:30:15.370440,5000,WATER_BOTTLE,0005,
material:1685,1970-01-01T00:00:00.000Z,350.0,31.0,2023-10-28 09:30:24.401613,1000,HELMET_M,0004,
material:1593,1970-01-01T00:00:00.000Z,1400.0,19.0,2023-10-08 09:30:23.283706,4000,DERAILLEUR,0002,
material:154,1970-01-01T00:00:00.000Z,1250.0,90.0,2023-10-13 09:30:11.205374,3000,BRAKE_LEVER,0005,
material:341,1970-01-01T00:00:00.000Z,600.0,35.0,2023-10-21 09:30:12.581953,2000,GLOVES_M,0001,
material:2103,1970-01-01T00:00:00.000Z,350.0,20.0,2023-10-18 09:30:29.042462,1000,PANTS_S,0001,
material:1138,1970-01-01T00:00:00.000Z,1100.0,94.0,2023-10-08 09:30:19.083881,4000,SPOKE,0002,
material:634,1970-01-01T00:00:00.000Z,350.0,89.0,2023-10-14 09:30:15.029381,5000,HELMET_M,0002,
material:1294,1970-01-01T00:00:00.000Z,1500.0,37.0,2023-10-17 09:30:20.321903,4000,PEDAL,0004,
material:789,1970-01-01T00:00:00.000Z,150.0,18.0,2023-10-14 09:30:16.063331,4000,BIKE_BRAKE,0005,
material:1363,1970-01-01T00:00:00.000Z,750.0,39.0,2023-10-07 09:30:21.223433,4000,LIGHT_REAR,0001,
material:1371,1970-01-01T00:00:00.000Z,1350.0,77.0,2023-11-01 09:30:21.360760,1000,BOTTOM_BRACKET,0002,
material:784,1970-01-01T00:00:00.000Z,1250.0,78.0,2023-10-21 09:30:15.984369,2000,CHAIN,0005,
material:1653,1970-01-01T00:00:00.000Z,1500.0,82.0,2023-10-12 09:30:24.172314,5000,CABLE,0002,
material:1067,1970-01-01T00:00:00.000Z,650.0,94.0,2023-10-08 09:30:18.542062,4000,SPEEDOMETER,0002,
material:512,1970-01-01T00:00:00.000Z,900.0,8.0,2023-10-04 09:30:13.925293,5000,BIKE_BELL,0002,
material:1224,1970-01-01T00:00:00.000Z,1050.0,19.0,2023-10-31 09:30:19.793577,1000,NIPPLE,0005,
material:1083,1970-01-01T00:00:00.000Z,650.0,100.0,2023-10-17 09:30:18.613292,2000,BOTTLE_CAGE,0002,
material:2,1970-01-01T00:00:00.000Z,650.0,56.0,2023-10-26 09:30:10.235472,4000,SPEEDOMETER,0001,
material:212,1970-01-01T00:00:00.000Z,150.0,92.0,2023-10-27 09:30:11.574951,3000,BIKE_BRAKE,0005,
material:267,1970-01-01T00:00:00.000Z,1350.0,39.0,2023-10-13 09:30:12.046210,3000,BOTTOM_BRACKET,0002,
material:345,1970-01-01T00:00:00.000Z,650.0,38.0,2023-10-22 09:30:12.593970,4000,BOTTLE_CAGE,0002,
material:1696,1970-01-01T00:00:00.000Z,300.0,91.0,2023-10-27 09:30:24.461090,4000,BIKE_FORK,0005,
material:1508,1970-01-01T00:00:00.000Z,1250.0,8.0,2023-10-27 09:30:22.395432,1000,CASSETTE,0002,
material:358,1970-01-01T00:00:00.000Z,950.0,80.0,2023-10-06 09:30:12.721884,4000,HUB_BEARING,0004,
material:939,1970-01-01T00:00:00.000Z,250.0,35.0,2023-10-18 09:30:17.501397,4000,BIKE_RIM,0005,
material:670,1970-01-01T00:00:00.000Z,250.0,18.0,2023-10-31 09:30:15.213860,3000,BIKE_RIM,0001,
material:1407,1970-01-01T00:00:00.000Z,800.0,85.0,2023-10-20 09:30:21.621843,4000,LIGHT_FRONT,0001,
material:2251,1970-01-01T00:00:00.000Z,950.0,26.0,2023-10-24 09:30:31.127658,1000,RIM_TAPE,0003,
material:1855,1970-01-01T00:00:00.000Z,250.0,27.0,2023-10-06 09:30:26.276666,4000,BIKE_RIM,0002,
material:1678,1970-01-01T00:00:00.000Z,1050.0,19.0,2023-10-25 09:30:24.354232,4000,TUBE_28,0005,
material:1367,1970-01-01T00:00:00.000Z,150.0,62.0,2023-10-18 09:30:21.281942,4000,BIKE_BRAKE,0001,
material:357,1970-01-01T00:00:00.000Z,1050.0,73.0,2023-10-08 09:30:12.721869,4000,NIPPLE,0002,
material:1234,1970-01-01T00:00:00.000Z,950.0,3.0,2023-10-18 09:30:19.864032,3000,TIRE_28,0005,
material:1955,1970-01-01T00:00:00.000Z,1350.0,58.0,2023-10-20 09:30:27.297963,4000,BOTTOM_BRACKET,0005,
material:163,1970-01-01T00:00:00.000Z,800.0,21.0,2023-10-19 09:30:11.238038,3000,WATER_BOTTLE,0004,
material:771,1970-01-01T00:00:00.000Z,400.0,33.0,2023-10-23 09:30:15.855942,1000,HELMET_S,0003,
material:1207,1970-01-01T00:00:00.000Z,600.0,19.0,2023-10-19 09:30:19.732988,3000,JACKET_L,0003,
material:1111,1970-01-01T00:00:00.000Z,1000.0,74.0,2023-10-21 09:30:18.905215,2000,TIRE_26,0004,
material:1357,1970-01-01T00:00:00.000Z,650.0,68.0,2023-10-10 09:30:21.220632,1000,BOTTLE_CAGE,0005,
material:371,1970-01-01T00:00:00.000Z,1350.0,92.0,2023-10-05 09:30:12.849881,1000,BOTTOM_BRACKET,0002,
material:211,1970-01-01T00:00:00.000Z,1250.0,94.0,2023-10-29 09:30:11.569898,4000,CHAIN,0002,
material:114,1970-01-01T00:00:00.000Z,400.0,3.0,2023-10-22 09:30:11.014361,2000,HELMET_S,0001,
material:497,1970-01-01T00:00:00.000Z,200.0,24.0,2023-10-19 09:30:13.880385,2000,BIKE_SPOKE,0003,
material:600,1970-01-01T00:00:00.000Z,150.0,22.0,2023-10-17 09:30:14.768211,1000,BIKE_BRAKE,0003,
material:1329,1970-01-01T00:00:00.000Z,700.0,68.0,2023-10-22 09:30:20.746707,1000,PUMP,0004,
material:987,1970-01-01T00:00:00.000Z,200.0,49.0,2023-10-09 09:30:17.885632,5000,BIKE_WHEEL,0004,
material:1750,1970-01-01T00:00:00.000Z,1300.0,63.0,2023-10-26 09:30:25.070210,3000,CHAINRING,0001,
material:1991,1970-01-01T00:00:00.000Z,300.0,51.0,2023-10-21 09:30:27.665415,4000,BIKE_PEDAL,0004,
material:1936,1970-01-01T00:00:00.000Z,600.0,93.0,2023-10-17 09:30:27.121455,4000,JACKET_L,0002,
material:216,1970-01-01T00:00:00.000Z,250.0,10.0,2023-10-27 09:30:11.583638,2000,BIKE_RIM,0004,
material:1706,1970-01-01T00:00:00.000Z,1350.0,20.0,2023-10-14 09:30:24.683102,3000,SHIFT_LEVER,0004,
material:1399,1970-01-01T00:00:00.000Z,650.0,88.0,2023-10-28 09:30:21.557704,1000,BOTTLE_CAGE,0005,
material:318,1970-01-01T00:00:00.000Z,950.0,98.0,2023-10-30 09:30:12.446524,1000,RIM_TAPE,0001,
material:1862,1970-01-01T00:00:00.000Z,1500.0,41.0,2023-10-25 09:30:26.354063,1000,CABLE,0001,
material:381,1970-01-01T00:00:00.000Z,900.0,74.0,2023-10-13 09:30:12.908147,2000,BIKE_BELL,0001,
material:1478,1970-01-01T00:00:00.000Z,1050.0,48.0,2023-10-25 09:30:22.196638,4000,NIPPLE,0002,
material:2145,1970-01-01T00:00:00.000Z,1350.0,17.0,2023-10-08 09:30:29.953003,3000,BOTTOM_BRACKET,0003,
material:1958,1970-01-01T00:00:00.000Z,900.0,37.0,2023-10-16 09:30:27.326031,4000,MIRROR,0004,
material:496,1970-01-01T00:00:00.000Z,200.0,46.0,2023-10-18 09:30:13.880373,4000,BIKE_CHAIN,0005,
material:607,1970-01-01T00:00:00.000Z,1350.0,88.0,2023-10-10 09:30:14.839568,1000,SHIFT_LEVER,0005,
material:2081,1970-01-01T00:00:00.000Z,750.0,77.0,2023-10-06 09:30:28.928167,1000,LIGHT_REAR,0005,
material:707,1970-01-01T00:00:00.000Z,600.0,35.0,2023-10-17 09:30:15.511096,4000,JACKET_L,0001,
material:2185,1970-01-01T00:00:00.000Z,300.0,30.0,2023-10-25 09:30:30.527827,1000,BIKE_FORK,0004,
material:1034,1970-01-01T00:00:00.000Z,250.0,53.0,2023-10-12 09:30:18.202982,4000,BIKE_HANDLE,0001,
material:30,1970-01-01T00:00:00.000Z,200.0,90.0,2023-10-03 09:30:10.281659,1000,BIKE_CHAIN,0004,
material:286,1970-01-01T00:00:00.000Z,900.0,84.0,2023-10-20 09:30:12.118402,4000,BIKE_BELL,0004,
material:122,1970-01-01T00:00:00.000Z,950.0,44.0,2023-10-11 09:30:11.023209,3000,RIM_TAPE,0003,
material:880,1970-01-01T00:00:00.000Z,250.0,57.0,2023-10-10 09:30:16.792817,2000,BIKE_HANDLE,0004,
material:1175,1970-01-01T00:00:00.000Z,1400.0,82.0,2023-10-09 09:30:19.355170,5000,DERAILLEUR,0005,
material:109,1970-01-01T00:00:00.000Z,300.0,68.0,2023-10-31 09:30:10.962910,1000,BIKE_FORK,0004,
material:1844,1970-01-01T00:00:00.000Z,1050.0,65.0,2023-10-29 09:30:26.221996,5000,TUBE_28,0003,
material:1374,1970-01-01T00:00:00.000Z,1350.0,97.0,2023-10-09 09:30:21.360782,5000,SHIFT_LEVER,0001,
material:2163,1970-01-01T00:00:00.000Z,1400.0,16.0,2023-10-04 09:30:30.283552,4000,DERAILLEUR,0002,
material:1650,1970-01-01T00:00:00.000Z,1200.0,89.0,2023-10-11 09:30:24.168845,1000,WHEEL_HUB,0002,
material:594,1970-01-01T00:00:00.000Z,450.0,85.0,2023-10-29 09:30:14.724754,3000,GLOVES_S,0003,
material:1655,1970-01-01T00:00:00.000Z,650.0,62.0,2023-10-18 09:30:24.203019,3000,LOCK,0002,
material:570,1970-01-01T00:00:00.000Z,950.0,57.0,2023-10-16 09:30:14.472912,1000,HUB_BEARING,0001,
material:187,1970-01-01T00:00:00.000Z,400.0,47.0,2023-10-15 09:30:11.395853,1000,HELMET_S,0003,
material:1143,1970-01-01T00:00:00.000Z,100.0,53.0,2023-10-20 09:30:19.114038,2000,BIKE_FRAME,0003,
material:2076,1970-01-01T00:00:00.000Z,300.0,50.0,2023-10-22 09:30:28.910460,3000,BIKE_FORK,0003,
material:2123,1970-01-01T00:00:00.000Z,300.0,60.0,2023-10-08 09:30:29.383092,2000,BIKE_FORK,0001,
material:2254,1970-01-01T00:00:00.000Z,800.0,96.0,2023-10-03 09:30:31.128091,2000,WATER_BOTTLE,0004,
material:32,1970-01-01T00:00:00.000Z,400.0,94.0,2023-10-30 09:30:10.282140,5000,HELMET_S,0001,
material:1566,1970-01-01T00:00:00.000Z,1250.0,14.0,2023-10-19 09:30:23.058642,1000,CASSETTE,0005,
material:946,1970-01-01T00:00:00.000Z,500.0,39.0,2023-10-30 09:30:17.504059,4000,JACKET_S,0002,
material:1748,1970-01-01T00:00:00.000Z,100.0,64.0,2023-10-04 09:30:25.047217,4000,BIKE_FRAME,0001,
material:370,1970-01-01T00:00:00.000Z,450.0,70.0,2023-10-07 09:30:12.835218,5000,GLOVES_S,0002,
material:1109,1970-01-01T00:00:00.000Z,800.0,18.0,2023-10-31 09:30:18.898346,4000,WATER_BOTTLE,0005,
material:1279,1970-01-01T00:00:00.000Z,950.0,33.0,2023-10-13 09:30:20.271253,4000,TIRE_28,0005,
material:2049,1970-01-01T00:00:00.000Z,1250.0,78.0,2023-10-21 09:30:28.773958,5000,CHAIN,0001,
material:424,1970-01-01T00:00:00.000Z,1250.0,43.0,2023-10-29 09:30:13.091117,1000,BRAKE_LEVER,0001,
material:1032,1970-01-01T00:00:00.000Z,200.0,81.0,2023-10-23 09:30:18.202968,5000,BIKE_WHEEL,0002,
material:482,1970-01-01T00:00:00.000Z,1250.0,61.0,2023-10-05 09:30:13.754422,4000,CASSETTE,0003,
material:1289,1970-01-01T00:00:00.000Z,1250.0,19.0,2023-10-08 09:30:20.320075,3000,BRAKE_LEVER,0001,
material:758,1970-01-01T00:00:00.000Z,700.0,9.0,2023-10-17 09:30:15.709222,4000,PUMP,0004,
material:856,1970-01-01T00:00:00.000Z,1500.0,31.0,2023-10-21 09:30:16.645068,2000,PEDAL,0002,
material:156,1970-01-01T00:00:00.000Z,1050.0,62.0,2023-10-25 09:30:11.206551,4000,NIPPLE,0002,
material:1985,1970-01-01T00:00:00.000Z,200.0,7.0,2023-10-19 09:30:27.660939,4000,BIKE_WHEEL,0001,
material:332,1970-01-01T00:00:00.000Z,1400.0,77.0,2023-10-28 09:30:12.542415,3000,CRANKSET,0003,
material:1283,1970-01-01T00:00:00.000Z,400.0,99.0,2023-11-01 09:30:20.277850,4000,HELMET_S,0003,
material:698,1970-01-01T00:00:00.000Z,350.0,74.0,2023-10-28 09:30:15.500062,2000,GLOVES_L,0003,
material:1874,1970-01-01T00:00:00.000Z,1050.0,84.0,2023-10-04 09:30:26.420902,3000,NIPPLE,0001,
material:2191,1970-01-01T00:00:00.000Z,350.0,17.0,2023-10-10 09:30:30.561343,1000,GLOVES_L,0004,
material:1666,1970-01-01T00:00:00.000Z,800.0,70.0,2023-10-08 09:30:24.259795,1000,WATER_BOTTLE,0005,
material:95,1970-01-01T00:00:00.000Z,1350.0,63.0,2023-10-10 09:30:10.854445,1000,SHIFT_LEVER,0002,
material:511,1970-01-01T00:00:00.000Z,650.0,15.0,2023-10-12 09:30:13.925282,3000,LOCK,0003,
material:1611,1970-01-01T00:00:00.000Z,600.0,15.0,2023-10-06 09:30:23.561800,3000,JACKET_L,0001,
material:927,1970-01-01T00:00:00.000Z,1250.0,76.0,2023-10-06 09:30:17.287541,3000,CASSETTE,0002,
material:243,1970-01-01T00:00:00.000Z,500.0,68.0,2023-10-31 09:30:11.848653,5000,JACKET_S,0003,
material:126,1970-01-01T00:00:00.000Z,1500.0,81.0,2023-10-31 09:30:11.028028,2000,PEDAL,0004,
material:1189,1970-01-01T00:00:00.000Z,1350.0,13.0,2023-10-26 09:30:19.600228,5000,BOTTOM_BRACKET,0002,
material:541,1970-01-01T00:00:00.000Z,350.0,27.0,2023-10-30 09:30:14.102624,5000,GLOVES_L,0002,
material:408,1970-01-01T00:00:00.000Z,350.0,19.0,2023-10-10 09:30:13.045880,4000,PANTS_S,0003,
material:1501,1970-01-01T00:00:00.000Z,1100.0,36.0,2023-10-24 09:30:22.375653,3000,SPOKE,0002,
material:1001,1970-01-01T00:00:00.000Z,1400.0,11.0,2023-10-17 09:30:17.923062,1000,CRANKSET,0005,
material:55,1970-01-01T00:00:00.000Z,1200.0,21.0,2023-10-21 09:30:10.498164,2000,VALVE,0004,
material:2075,1970-01-01T00:00:00.000Z,200.0,84.0,2023-10-11 09:30:28.910455,4000,BIKE_CHAIN,0001,
material:251,1970-01-01T00:00:00.000Z,950.0,55.0,2023-10-16 09:30:11.907729,3000,RIM_TAPE,0005,
material:464,1970-01-01T00:00:00.000Z,1500.0,57.0,2023-10-22 09:30:13.546847,3000,PEDAL,0004,
material:891,1970-01-01T00:00:00.000Z,1250.0,43.0,2023-10-08 09:30:16.853927,4000,CHAIN,0004,
material:1220,1970-01-01T00:00:00.000Z,650.0,25.0,2023-10-29 09:30:19.779262,5000,LOCK,0003,
