ocel_id,ocel_time,PaymentMethodZLSCH,AmountDMBTR,new_value,ocel_changed_field
payment:481,1970-01-01T00:00:00.000Z,D:Direct Debit,216050.0,,
payment:481,2023-08-22T09:49:00.000Z,,,,AmountDMBTR
payment:481,2023-08-22T09:49:00.000Z,,,,PaymentMethodZLSCH
payment:481,2023-08-22T10:46:00.000Z,,,,AmountDMBTR
payment:481,2023-08-22T10:46:00.000Z,,,,PaymentMethodZLSCH
payment:711,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,155550.0,,
payment:711,2024-03-27T21:33:00.000Z,,,,AmountDMBTR
payment:711,2024-03-27T21:33:00.000Z,,,,PaymentMethodZLSCH
payment:391,1970-01-01T00:00:00.000Z,D:Direct Debit,12800.0,,
payment:391,2023-06-08T03:03:00.000Z,,,,AmountDMBTR
payment:391,2023-06-08T03:03:00.000Z,,,,PaymentMethodZLSCH
payment:131,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,100100.0,,
payment:131,2022-08-23T13:10:00.000Z,,,,AmountDMBTR
payment:131,2022-08-23T13:10:00.000Z,,,,PaymentMethodZLSCH
payment:736,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,100800.0,,
payment:736,2024-04-27T06:39:00.000Z,,,,AmountDMBTR
payment:736,2024-04-27T06:39:00.000Z,,,,PaymentMethodZLSCH
payment:430,1970-01-01T00:00:00.000Z,D:Direct Debit,11550.0,,
payment:430,2023-07-06T06:09:00.000Z,,,,AmountDMBTR
payment:430,2023-07-06T06:09:00.000Z,,,,PaymentMethodZLSCH
payment:402,1970-01-01T00:00:00.000Z,C: Bank Collection,60750.0,,
payment:402,2023-06-04T03:08:00.000Z,,,,AmountDMBTR
payment:402,2023-06-04T03:08:00.000Z,,,,PaymentMethodZLSCH
payment:576,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,21000.0,,
payment:576,2023-12-03T12:43:00.000Z,,,,AmountDMBTR
payment:576,2023-12-03T12:43:00.000Z,,,,PaymentMethodZLSCH
payment:242,1970-01-01T00:00:00.000Z,D:Direct Debit,38400.0,,
payment:242,2022-12-15T03:21:00.000Z,,,,AmountDMBTR
payment:242,2022-12-15T03:21:00.000Z,,,,PaymentMethodZLSCH
payment:590,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,17000.0,,
payment:590,2023-12-10T20:04:00.000Z,,,,AmountDMBTR
payment:590,2023-12-10T20:04:00.000Z,,,,PaymentMethodZLSCH
payment:184,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,105000.0,,
payment:184,2022-09-27T08:02:00.000Z,,,,AmountDMBTR
payment:184,2022-09-27T08:02:00.000Z,,,,PaymentMethodZLSCH
payment:222,1970-01-01T00:00:00.000Z,D:Direct Debit,87450.0,,
payment:222,2022-11-04T19:45:00.000Z,,,,AmountDMBTR
payment:222,2022-11-04T19:45:00.000Z,,,,PaymentMethodZLSCH
payment:571,1970-01-01T00:00:00.000Z,D:Direct Debit,39900.0,,
payment:571,2023-11-28T22:34:00.000Z,,,,AmountDMBTR
payment:571,2023-11-28T22:34:00.000Z,,,,PaymentMethodZLSCH
payment:453,1970-01-01T00:00:00.000Z,D:Direct Debit,15400.0,,
payment:453,2023-08-01T21:36:00.000Z,,,,AmountDMBTR
payment:453,2023-08-01T21:36:00.000Z,,,,PaymentMethodZLSCH
payment:623,1970-01-01T00:00:00.000Z,C: Bank Collection,28700.0,,
payment:623,2024-01-06T02:46:00.000Z,,,,AmountDMBTR
payment:623,2024-01-06T02:46:00.000Z,,,,PaymentMethodZLSCH
payment:623,2024-01-09T08:23:00.000Z,,,,AmountDMBTR
payment:623,2024-01-09T08:23:00.000Z,,,,PaymentMethodZLSCH
payment:76,1970-01-01T00:00:00.000Z,C: Bank Collection,78400.0,,
payment:76,2022-06-29T05:31:00.000Z,,,,AmountDMBTR
payment:76,2022-06-29T05:31:00.000Z,,,,PaymentMethodZLSCH
payment:76,2022-07-04T01:18:00.000Z,,,,AmountDMBTR
payment:76,2022-07-04T01:18:00.000Z,,,,PaymentMethodZLSCH
payment:483,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,27900.0,,
payment:483,2023-08-26T17:55:00.000Z,,,,AmountDMBTR
payment:483,2023-08-26T17:55:00.000Z,,,,PaymentMethodZLSCH
payment:900,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,85500.0,,
payment:900,2024-10-01T08:06:00.000Z,,,,AmountDMBTR
payment:900,2024-10-01T08:06:00.000Z,,,,PaymentMethodZLSCH
payment:900,2024-10-07T00:14:00.000Z,,,,AmountDMBTR
payment:900,2024-10-07T00:14:00.000Z,,,,PaymentMethodZLSCH
payment:379,1970-01-01T00:00:00.000Z,D:Direct Debit,95000.0,,
payment:379,2023-05-18T06:21:00.000Z,,,,AmountDMBTR
payment:379,2023-05-18T06:21:00.000Z,,,,PaymentMethodZLSCH
payment:88,1970-01-01T00:00:00.000Z,C: Bank Collection,40800.0,,
payment:88,2022-07-15T07:31:00.000Z,,,,AmountDMBTR
payment:88,2022-07-15T07:31:00.000Z,,,,PaymentMethodZLSCH
payment:707,1970-01-01T00:00:00.000Z,D:Direct Debit,26600.0,,
payment:707,2024-03-20T12:40:00.000Z,,,,AmountDMBTR
payment:707,2024-03-20T12:40:00.000Z,,,,PaymentMethodZLSCH
payment:480,1970-01-01T00:00:00.000Z,D:Direct Debit,700.0,,
payment:480,2023-08-24T08:40:00.000Z,,,,AmountDMBTR
payment:480,2023-08-24T08:40:00.000Z,,,,PaymentMethodZLSCH
payment:823,1970-01-01T00:00:00.000Z,D:Direct Debit,90000.0,,
payment:823,2024-07-15T20:47:00.000Z,,,,AmountDMBTR
payment:823,2024-07-15T20:47:00.000Z,,,,PaymentMethodZLSCH
payment:144,1970-01-01T00:00:00.000Z,C: Bank Collection,11200.0,,
payment:144,2022-09-06T08:52:00.000Z,,,,AmountDMBTR
payment:144,2022-09-06T08:52:00.000Z,,,,PaymentMethodZLSCH
payment:3,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,4500.0,,
payment:3,2022-04-21T12:36:00.000Z,,,,AmountDMBTR
payment:3,2022-04-21T12:36:00.000Z,,,,PaymentMethodZLSCH
payment:613,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,89300.0,,
payment:613,2024-01-04T04:03:00.000Z,,,,AmountDMBTR
payment:613,2024-01-04T04:03:00.000Z,,,,PaymentMethodZLSCH
payment:613,2024-01-14T04:53:00.000Z,,,,AmountDMBTR
payment:613,2024-01-14T04:53:00.000Z,,,,PaymentMethodZLSCH
payment:244,1970-01-01T00:00:00.000Z,C: Bank Collection,133300.0,,
payment:244,2022-12-15T22:23:00.000Z,,,,AmountDMBTR
payment:244,2022-12-15T22:23:00.000Z,,,,PaymentMethodZLSCH
payment:212,1970-01-01T00:00:00.000Z,C: Bank Collection,131250.0,,
payment:212,2022-10-26T09:41:00.000Z,,,,AmountDMBTR
payment:212,2022-10-26T09:41:00.000Z,,,,PaymentMethodZLSCH
payment:304,1970-01-01T00:00:00.000Z,C: Bank Collection,112900.0,,
payment:304,2023-03-04T23:32:00.000Z,,,,AmountDMBTR
payment:304,2023-03-04T23:32:00.000Z,,,,PaymentMethodZLSCH
payment:304,2023-03-06T18:31:00.000Z,,,,AmountDMBTR
payment:304,2023-03-06T18:31:00.000Z,,,,PaymentMethodZLSCH
payment:845,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,24500.0,,
payment:845,2024-07-29T18:05:00.000Z,,,,AmountDMBTR
payment:845,2024-07-29T18:05:00.000Z,,,,PaymentMethodZLSCH
payment:883,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,25800.0,,
payment:883,2024-10-01T09:25:00.000Z,,,,AmountDMBTR
payment:883,2024-10-01T09:25:00.000Z,,,,PaymentMethodZLSCH
payment:883,2024-10-04T07:00:00.000Z,,,,AmountDMBTR
payment:883,2024-10-04T07:00:00.000Z,,,,PaymentMethodZLSCH
payment:405,1970-01-01T00:00:00.000Z,C: Bank Collection,14500.0,,
payment:405,2023-06-08T20:06:00.000Z,,,,AmountDMBTR
payment:405,2023-06-08T20:06:00.000Z,,,,PaymentMethodZLSCH
payment:354,1970-01-01T00:00:00.000Z,D:Direct Debit,18900.0,,
payment:354,2023-04-20T02:02:00.000Z,,,,AmountDMBTR
payment:354,2023-04-20T02:02:00.000Z,,,,PaymentMethodZLSCH
payment:94,1970-01-01T00:00:00.000Z,D:Direct Debit,109200.0,,
payment:94,2022-07-12T18:59:00.000Z,,,,AmountDMBTR
payment:94,2022-07-12T18:59:00.000Z,,,,PaymentMethodZLSCH
payment:94,2022-07-13T23:25:00.000Z,,,,AmountDMBTR
payment:94,2022-07-13T23:25:00.000Z,,,,PaymentMethodZLSCH
payment:550,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,3450.0,,
payment:550,2023-10-31T00:47:00.000Z,,,,AmountDMBTR
payment:550,2023-10-31T00:47:00.000Z,,,,PaymentMethodZLSCH
payment:64,1970-01-01T00:00:00.000Z,C: Bank Collection,102900.0,,
payment:64,2022-06-12T06:48:00.000Z,,,,AmountDMBTR
payment:64,2022-06-12T06:48:00.000Z,,,,PaymentMethodZLSCH
payment:64,2022-06-23T16:08:00.000Z,,,,AmountDMBTR
payment:64,2022-06-23T16:08:00.000Z,,,,PaymentMethodZLSCH
payment:720,1970-01-01T00:00:00.000Z,C: Bank Collection,109250.0,,
payment:720,2024-04-09T03:44:00.000Z,,,,AmountDMBTR
payment:720,2024-04-09T03:44:00.000Z,,,,PaymentMethodZLSCH
payment:746,1970-01-01T00:00:00.000Z,D:Direct Debit,104400.0,,
payment:746,2024-05-05T02:21:00.000Z,,,,AmountDMBTR
payment:746,2024-05-05T02:21:00.000Z,,,,PaymentMethodZLSCH
payment:561,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,160700.0,,
payment:561,2023-11-18T03:38:00.000Z,,,,AmountDMBTR
payment:561,2023-11-18T03:38:00.000Z,,,,PaymentMethodZLSCH
payment:740,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,54000.0,,
payment:740,2024-04-26T02:45:00.000Z,,,,AmountDMBTR
payment:740,2024-04-26T02:45:00.000Z,,,,PaymentMethodZLSCH
payment:740,2024-04-26T13:27:00.000Z,,,,AmountDMBTR
payment:740,2024-04-26T13:27:00.000Z,,,,PaymentMethodZLSCH
payment:740,2024-05-02T16:47:00.000Z,,,,AmountDMBTR
payment:740,2024-05-02T16:47:00.000Z,,,,PaymentMethodZLSCH
payment:738,1970-01-01T00:00:00.000Z,C: Bank Collection,20900.0,,
payment:738,2024-05-01T06:34:00.000Z,,,,AmountDMBTR
payment:738,2024-05-01T06:34:00.000Z,,,,PaymentMethodZLSCH
payment:407,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,32900.0,,
payment:407,2023-06-10T13:46:00.000Z,,,,AmountDMBTR
payment:407,2023-06-10T13:46:00.000Z,,,,PaymentMethodZLSCH
payment:694,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,9750.0,,
payment:694,2024-03-12T04:25:00.000Z,,,,AmountDMBTR
payment:694,2024-03-12T04:25:00.000Z,,,,PaymentMethodZLSCH
payment:849,1970-01-01T00:00:00.000Z,D:Direct Debit,21600.0,,
payment:849,2024-08-04T05:25:00.000Z,,,,AmountDMBTR
payment:849,2024-08-04T05:25:00.000Z,,,,PaymentMethodZLSCH
payment:528,1970-01-01T00:00:00.000Z,D:Direct Debit,1000.0,,
payment:528,2023-09-29T17:48:00.000Z,,,,AmountDMBTR
payment:528,2023-09-29T17:48:00.000Z,,,,PaymentMethodZLSCH
payment:734,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,111250.0,,
payment:734,2024-04-27T11:10:00.000Z,,,,AmountDMBTR
payment:734,2024-04-27T11:10:00.000Z,,,,PaymentMethodZLSCH
payment:499,1970-01-01T00:00:00.000Z,D:Direct Debit,19950.0,,
payment:499,2023-09-09T00:12:00.000Z,,,,AmountDMBTR
payment:499,2023-09-09T00:12:00.000Z,,,,PaymentMethodZLSCH
payment:642,1970-01-01T00:00:00.000Z,C: Bank Collection,97350.0,,
payment:642,2024-01-18T12:52:00.000Z,,,,AmountDMBTR
payment:642,2024-01-18T12:52:00.000Z,,,,PaymentMethodZLSCH
payment:755,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,130200.0,,
payment:755,2024-05-10T23:59:00.000Z,,,,AmountDMBTR
payment:755,2024-05-10T23:59:00.000Z,,,,PaymentMethodZLSCH
payment:598,1970-01-01T00:00:00.000Z,D:Direct Debit,71750.0,,
payment:598,2023-12-17T13:48:00.000Z,,,,AmountDMBTR
payment:598,2023-12-17T13:48:00.000Z,,,,PaymentMethodZLSCH
payment:90,1970-01-01T00:00:00.000Z,D:Direct Debit,232650.0,,
payment:90,2022-07-09T09:54:00.000Z,,,,AmountDMBTR
payment:90,2022-07-09T09:54:00.000Z,,,,PaymentMethodZLSCH
payment:373,1970-01-01T00:00:00.000Z,C: Bank Collection,48000.0,,
payment:373,2023-05-09T05:57:00.000Z,,,,AmountDMBTR
payment:373,2023-05-09T05:57:00.000Z,,,,PaymentMethodZLSCH
payment:577,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,11700.0,,
payment:577,2023-11-29T01:46:00.000Z,,,,AmountDMBTR
payment:577,2023-11-29T01:46:00.000Z,,,,PaymentMethodZLSCH
payment:486,1970-01-01T00:00:00.000Z,D:Direct Debit,15000.0,,
payment:486,2023-08-30T11:40:00.000Z,,,,AmountDMBTR
payment:486,2023-08-30T11:40:00.000Z,,,,PaymentMethodZLSCH
payment:542,1970-01-01T00:00:00.000Z,C: Bank Collection,133750.0,,
payment:542,2023-10-16T12:47:00.000Z,,,,AmountDMBTR
payment:542,2023-10-16T12:47:00.000Z,,,,PaymentMethodZLSCH
payment:816,1970-01-01T00:00:00.000Z,D:Direct Debit,112800.0,,
payment:816,2024-07-05T13:22:00.000Z,,,,AmountDMBTR
payment:816,2024-07-05T13:22:00.000Z,,,,PaymentMethodZLSCH
payment:611,1970-01-01T00:00:00.000Z,C: Bank Collection,47600.0,,
payment:611,2023-12-26T08:43:00.000Z,,,,AmountDMBTR
payment:611,2023-12-26T08:43:00.000Z,,,,PaymentMethodZLSCH
payment:522,1970-01-01T00:00:00.000Z,D:Direct Debit,67600.0,,
payment:522,2023-09-26T03:40:00.000Z,,,,AmountDMBTR
payment:522,2023-09-26T03:40:00.000Z,,,,PaymentMethodZLSCH
payment:116,1970-01-01T00:00:00.000Z,D:Direct Debit,15000.0,,
payment:116,2022-08-08T20:09:00.000Z,,,,AmountDMBTR
payment:116,2022-08-08T20:09:00.000Z,,,,PaymentMethodZLSCH
payment:918,1970-01-01T00:00:00.000Z,C: Bank Collection,72200.0,,
payment:918,2024-10-11T04:40:00.000Z,,,,AmountDMBTR
payment:918,2024-10-11T04:40:00.000Z,,,,PaymentMethodZLSCH
payment:532,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,124200.0,,
payment:532,2023-10-08T21:41:00.000Z,,,,AmountDMBTR
payment:532,2023-10-08T21:41:00.000Z,,,,PaymentMethodZLSCH
payment:532,2023-10-11T15:59:00.000Z,,,,AmountDMBTR
payment:532,2023-10-11T15:59:00.000Z,,,,PaymentMethodZLSCH
payment:877,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,90700.0,,
payment:877,2024-09-15T07:50:00.000Z,,,,AmountDMBTR
payment:877,2024-09-15T07:50:00.000Z,,,,PaymentMethodZLSCH
payment:846,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,1950.0,,
payment:846,2024-07-30T19:59:00.000Z,,,,AmountDMBTR
payment:846,2024-07-30T19:59:00.000Z,,,,PaymentMethodZLSCH
payment:725,1970-01-01T00:00:00.000Z,D:Direct Debit,36250.0,,
payment:725,2024-04-20T03:39:00.000Z,,,,AmountDMBTR
payment:725,2024-04-20T03:39:00.000Z,,,,PaymentMethodZLSCH
payment:725,2024-04-22T20:04:00.000Z,,,,AmountDMBTR
payment:725,2024-04-22T20:04:00.000Z,,,,PaymentMethodZLSCH
payment:311,1970-01-01T00:00:00.000Z,D:Direct Debit,78100.0,,
payment:311,2023-03-12T21:23:00.000Z,,,,AmountDMBTR
payment:311,2023-03-12T21:23:00.000Z,,,,PaymentMethodZLSCH
payment:205,1970-01-01T00:00:00.000Z,D:Direct Debit,42250.0,,
payment:205,2022-10-20T13:27:00.000Z,,,,AmountDMBTR
payment:205,2022-10-20T13:27:00.000Z,,,,PaymentMethodZLSCH
payment:142,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,36250.0,,
payment:142,2022-09-01T07:43:00.000Z,,,,AmountDMBTR
payment:142,2022-09-01T07:43:00.000Z,,,,PaymentMethodZLSCH
payment:485,1970-01-01T00:00:00.000Z,D:Direct Debit,92750.0,,
payment:485,2023-08-27T19:42:00.000Z,,,,AmountDMBTR
payment:485,2023-08-27T19:42:00.000Z,,,,PaymentMethodZLSCH
payment:287,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,40500.0,,
payment:287,2023-02-15T11:29:00.000Z,,,,AmountDMBTR
payment:287,2023-02-15T11:29:00.000Z,,,,PaymentMethodZLSCH
payment:735,1970-01-01T00:00:00.000Z,D:Direct Debit,50050.0,,
payment:735,2024-04-23T07:53:00.000Z,,,,AmountDMBTR
payment:735,2024-04-23T07:53:00.000Z,,,,PaymentMethodZLSCH
payment:332,1970-01-01T00:00:00.000Z,D:Direct Debit,36400.0,,
payment:332,2023-03-23T06:18:00.000Z,,,,AmountDMBTR
payment:332,2023-03-23T06:18:00.000Z,,,,PaymentMethodZLSCH
payment:276,1970-01-01T00:00:00.000Z,C: Bank Collection,13000.0,,
payment:276,2023-01-26T16:20:00.000Z,,,,AmountDMBTR
payment:276,2023-01-26T16:20:00.000Z,,,,PaymentMethodZLSCH
payment:436,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,198450.0,,
payment:436,2023-07-11T00:23:00.000Z,,,,AmountDMBTR
payment:436,2023-07-11T00:23:00.000Z,,,,PaymentMethodZLSCH
payment:436,2023-07-11T12:00:00.000Z,,,,AmountDMBTR
payment:436,2023-07-11T12:00:00.000Z,,,,PaymentMethodZLSCH
payment:325,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,67100.0,,
payment:325,2023-03-15T11:32:00.000Z,,,,AmountDMBTR
payment:325,2023-03-15T11:32:00.000Z,,,,PaymentMethodZLSCH
payment:648,1970-01-01T00:00:00.000Z,C: Bank Collection,25900.0,,
payment:648,2024-01-27T16:01:00.000Z,,,,AmountDMBTR
payment:648,2024-01-27T16:01:00.000Z,,,,PaymentMethodZLSCH
payment:648,2024-02-02T18:43:00.000Z,,,,AmountDMBTR
payment:648,2024-02-02T18:43:00.000Z,,,,PaymentMethodZLSCH
payment:648,2024-02-13T11:18:00.000Z,,,,AmountDMBTR
payment:648,2024-02-13T11:18:00.000Z,,,,PaymentMethodZLSCH
payment:258,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,128050.0,,
payment:258,2023-01-04T17:47:00.000Z,,,,AmountDMBTR
payment:258,2023-01-04T17:47:00.000Z,,,,PaymentMethodZLSCH
payment:403,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,89000.0,,
payment:403,2023-06-05T17:28:00.000Z,,,,AmountDMBTR
payment:403,2023-06-05T17:28:00.000Z,,,,PaymentMethodZLSCH
payment:46,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,22750.0,,
payment:46,2022-06-05T11:59:00.000Z,,,,AmountDMBTR
payment:46,2022-06-05T11:59:00.000Z,,,,PaymentMethodZLSCH
payment:737,1970-01-01T00:00:00.000Z,D:Direct Debit,27250.0,,
payment:737,2024-04-25T14:31:00.000Z,,,,AmountDMBTR
payment:737,2024-04-25T14:31:00.000Z,,,,PaymentMethodZLSCH
payment:203,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,35900.0,,
payment:203,2022-10-21T10:07:00.000Z,,,,AmountDMBTR
payment:203,2022-10-21T10:07:00.000Z,,,,PaymentMethodZLSCH
payment:363,1970-01-01T00:00:00.000Z,D:Direct Debit,185900.0,,
payment:363,2023-04-24T09:52:00.000Z,,,,AmountDMBTR
payment:363,2023-04-24T09:52:00.000Z,,,,PaymentMethodZLSCH
payment:555,1970-01-01T00:00:00.000Z,C: Bank Collection,44200.0,,
payment:555,2023-11-03T15:08:00.000Z,,,,AmountDMBTR
payment:555,2023-11-03T15:08:00.000Z,,,,PaymentMethodZLSCH
payment:454,1970-01-01T00:00:00.000Z,D:Direct Debit,21750.0,,
payment:454,2023-08-01T08:43:00.000Z,,,,AmountDMBTR
payment:454,2023-08-01T08:43:00.000Z,,,,PaymentMethodZLSCH
payment:654,1970-01-01T00:00:00.000Z,C: Bank Collection,53300.0,,
payment:654,2024-02-16T22:02:00.000Z,,,,AmountDMBTR
payment:654,2024-02-16T22:02:00.000Z,,,,PaymentMethodZLSCH
payment:654,2024-02-23T04:55:00.000Z,,,,AmountDMBTR
payment:654,2024-02-23T04:55:00.000Z,,,,PaymentMethodZLSCH
payment:68,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,64000.0,,
payment:68,2022-06-16T05:49:00.000Z,,,,AmountDMBTR
payment:68,2022-06-16T05:49:00.000Z,,,,PaymentMethodZLSCH
payment:263,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,42900.0,,
payment:263,2023-01-13T04:03:00.000Z,,,,AmountDMBTR
payment:263,2023-01-13T04:03:00.000Z,,,,PaymentMethodZLSCH
payment:263,2023-01-19T06:44:00.000Z,,,,AmountDMBTR
payment:263,2023-01-19T06:44:00.000Z,,,,PaymentMethodZLSCH
payment:275,1970-01-01T00:00:00.000Z,C: Bank Collection,26000.0,,
payment:275,2023-01-27T06:30:00.000Z,,,,AmountDMBTR
payment:275,2023-01-27T06:30:00.000Z,,,,PaymentMethodZLSCH
payment:275,2023-01-27T16:34:00.000Z,,,,AmountDMBTR
payment:275,2023-01-27T16:34:00.000Z,,,,PaymentMethodZLSCH
payment:47,1970-01-01T00:00:00.000Z,D:Direct Debit,38850.0,,
payment:47,2022-06-01T22:19:00.000Z,,,,AmountDMBTR
payment:47,2022-06-01T22:19:00.000Z,,,,PaymentMethodZLSCH
payment:218,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,78950.0,,
payment:218,2022-10-26T21:11:00.000Z,,,,AmountDMBTR
payment:218,2022-10-26T21:11:00.000Z,,,,PaymentMethodZLSCH
payment:503,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,93450.0,,
payment:503,2023-09-11T10:34:00.000Z,,,,AmountDMBTR
payment:503,2023-09-11T10:34:00.000Z,,,,PaymentMethodZLSCH
payment:719,1970-01-01T00:00:00.000Z,D:Direct Debit,47250.0,,
payment:719,2024-04-06T18:25:00.000Z,,,,AmountDMBTR
payment:719,2024-04-06T18:25:00.000Z,,,,PaymentMethodZLSCH
payment:352,1970-01-01T00:00:00.000Z,C: Bank Collection,18450.0,,
payment:352,2023-04-11T02:53:00.000Z,,,,AmountDMBTR
payment:352,2023-04-11T02:53:00.000Z,,,,PaymentMethodZLSCH
payment:190,1970-01-01T00:00:00.000Z,C: Bank Collection,25500.0,,
payment:190,2022-10-01T15:43:00.000Z,,,,AmountDMBTR
payment:190,2022-10-01T15:43:00.000Z,,,,PaymentMethodZLSCH
payment:190,2022-10-03T13:43:00.000Z,,,,AmountDMBTR
payment:190,2022-10-03T13:43:00.000Z,,,,PaymentMethodZLSCH
payment:190,2022-10-05T01:04:00.000Z,,,,AmountDMBTR
payment:190,2022-10-05T01:04:00.000Z,,,,PaymentMethodZLSCH
payment:917,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,118900.0,,
payment:917,2024-10-09T18:11:00.000Z,,,,AmountDMBTR
payment:917,2024-10-09T18:11:00.000Z,,,,PaymentMethodZLSCH
payment:917,2024-10-11T04:01:00.000Z,,,,AmountDMBTR
payment:917,2024-10-11T04:01:00.000Z,,,,PaymentMethodZLSCH
payment:635,1970-01-01T00:00:00.000Z,C: Bank Collection,36900.0,,
payment:635,2024-01-12T15:07:00.000Z,,,,AmountDMBTR
payment:635,2024-01-12T15:07:00.000Z,,,,PaymentMethodZLSCH
payment:830,1970-01-01T00:00:00.000Z,C: Bank Collection,35100.0,,
payment:830,2024-07-17T21:53:00.000Z,,,,AmountDMBTR
payment:830,2024-07-17T21:53:00.000Z,,,,PaymentMethodZLSCH
payment:442,1970-01-01T00:00:00.000Z,C: Bank Collection,19600.0,,
payment:442,2023-07-20T19:44:00.000Z,,,,AmountDMBTR
payment:442,2023-07-20T19:44:00.000Z,,,,PaymentMethodZLSCH
payment:618,1970-01-01T00:00:00.000Z,D:Direct Debit,7200.0,,
payment:618,2023-12-29T22:38:00.000Z,,,,AmountDMBTR
payment:618,2023-12-29T22:38:00.000Z,,,,PaymentMethodZLSCH
payment:17,1970-01-01T00:00:00.000Z,C: Bank Collection,98700.0,,
payment:17,2022-05-12T22:17:00.000Z,,,,AmountDMBTR
payment:17,2022-05-12T22:17:00.000Z,,,,PaymentMethodZLSCH
payment:472,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,135800.0,,
payment:472,2023-08-13T10:04:00.000Z,,,,AmountDMBTR
payment:472,2023-08-13T10:04:00.000Z,,,,PaymentMethodZLSCH
payment:484,1970-01-01T00:00:00.000Z,C: Bank Collection,109200.0,,
payment:484,2023-08-26T13:19:00.000Z,,,,AmountDMBTR
payment:484,2023-08-26T13:19:00.000Z,,,,PaymentMethodZLSCH
payment:789,1970-01-01T00:00:00.000Z,D:Direct Debit,98050.0,,
payment:789,2024-06-15T07:00:00.000Z,,,,AmountDMBTR
payment:789,2024-06-15T07:00:00.000Z,,,,PaymentMethodZLSCH
payment:12,1970-01-01T00:00:00.000Z,C: Bank Collection,29000.0,,
payment:12,2022-05-03T12:26:00.000Z,,,,AmountDMBTR
payment:12,2022-05-03T12:26:00.000Z,,,,PaymentMethodZLSCH
payment:12,2022-05-03T18:31:00.000Z,,,,AmountDMBTR
payment:12,2022-05-03T18:31:00.000Z,,,,PaymentMethodZLSCH
payment:192,1970-01-01T00:00:00.000Z,D:Direct Debit,133900.0,,
payment:192,2022-10-09T04:27:00.000Z,,,,AmountDMBTR
payment:192,2022-10-09T04:27:00.000Z,,,,PaymentMethodZLSCH
payment:749,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,79200.0,,
payment:749,2024-05-06T16:50:00.000Z,,,,AmountDMBTR
payment:749,2024-05-06T16:50:00.000Z,,,,PaymentMethodZLSCH
payment:544,1970-01-01T00:00:00.000Z,C: Bank Collection,20900.0,,
payment:544,2023-10-22T21:22:00.000Z,,,,AmountDMBTR
payment:544,2023-10-22T21:22:00.000Z,,,,PaymentMethodZLSCH
payment:584,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,28500.0,,
payment:584,2023-11-30T22:18:00.000Z,,,,AmountDMBTR
payment:584,2023-11-30T22:18:00.000Z,,,,PaymentMethodZLSCH
payment:838,1970-01-01T00:00:00.000Z,C: Bank Collection,110700.0,,
payment:838,2024-07-27T12:54:00.000Z,,,,AmountDMBTR
payment:838,2024-07-27T12:54:00.000Z,,,,PaymentMethodZLSCH
payment:157,1970-01-01T00:00:00.000Z,D:Direct Debit,10150.0,,
payment:157,2022-09-15T16:32:00.000Z,,,,AmountDMBTR
payment:157,2022-09-15T16:32:00.000Z,,,,PaymentMethodZLSCH
payment:851,1970-01-01T00:00:00.000Z,A: Bank TransferB: Check,9800.0,,
payment:851,2024-08-04T01:37:00.000Z,,,,AmountDMBTR
payment:851,2024-08-04T01:37:00.000Z,,,,PaymentMethodZLSCH
