ocel_event_id,ocel_object_id,ocel_qualifier
event:22790,goods receipt:1493,goods receipt
event:22790,purchase_order:1234,purchase_order
event:22791,purchase_order:1239,purchase_order
event:22791,goods receipt:1498,goods receipt
event:22827,purchase_order:1230,purchase_order
event:22827,goods receipt:1507,goods receipt
event:22828,purchase_order:1240,purchase_order
event:22828,goods receipt:1509,goods receipt
event:22829,goods receipt:1504,goods receipt
event:22829,purchase_order:1242,purchase_order
event:22830,purchase_order:1240,purchase_order
event:22830,goods receipt:1508,goods receipt
event:22838,purchase_order:1227,purchase_order
event:22838,goods receipt:1491,goods receipt
event:22839,purchase_order:1230,purchase_order
event:22839,goods receipt:1505,goods receipt
event:22842,purchase_order:1229,purchase_order
event:22842,goods receipt:1505,goods receipt
event:22846,purchase_order:1239,purchase_order
event:22846,goods receipt:1499,goods receipt
event:22847,goods receipt:1506,goods receipt
event:22847,purchase_order:1229,purchase_order
event:22862,goods receipt:1508,goods receipt
event:22862,purchase_order:1241,purchase_order
event:22868,purchase_order:1230,purchase_order
event:22868,goods receipt:1506,goods receipt
event:22904,purchase_order:1249,purchase_order
event:22904,goods receipt:1513,goods receipt
event:22915,goods receipt:1518,goods receipt
event:22915,purchase_order:1245,purchase_order
event:22920,purchase_order:1235,purchase_order
event:22920,goods receipt:1502,goods receipt
event:22925,purchase_order:1249,purchase_order
event:22925,goods receipt:1514,goods receipt
event:22928,purchase_order:1249,purchase_order
event:22928,goods receipt:1512,goods receipt
event:22948,purchase_order:1241,purchase_order
event:22948,goods receipt:1509,goods receipt
event:22949,goods receipt:1516,goods receipt
event:22949,purchase_order:1245,purchase_order
event:22950,purchase_order:1229,purchase_order
event:22950,goods receipt:1507,goods receipt
event:22952,goods receipt:1510,goods receipt
event:22952,purchase_order:1244,purchase_order
event:23002,purchase_order:1254,purchase_order
event:23002,goods receipt:1521,goods receipt
event:23003,purchase_order:1254,purchase_order
event:23003,goods receipt:1523,goods receipt
event:23010,goods receipt:1524,goods receipt
event:23010,purchase_order:1254,purchase_order
event:23013,purchase_order:1245,purchase_order
event:23013,goods receipt:1515,goods receipt
event:23015,goods receipt:1511,goods receipt
event:23015,purchase_order:1243,purchase_order
event:23016,purchase_order:1246,purchase_order
event:23016,goods receipt:1519,goods receipt
event:23018,purchase_order:1254,purchase_order
event:23018,goods receipt:1522,goods receipt
event:23054,purchase_order:1247,purchase_order
event:23054,goods receipt:1525,goods receipt
event:23089,purchase_order:1257,purchase_order
event:23089,goods receipt:1528,goods receipt
event:23090,purchase_order:1257,purchase_order
event:23090,goods receipt:1527,goods receipt
event:23122,goods receipt:1520,goods receipt
event:23122,purchase_order:1251,purchase_order
event:23126,purchase_order:1245,purchase_order
event:23126,goods receipt:1517,goods receipt
event:23159,goods receipt:1530,goods receipt
event:23159,purchase_order:1252,purchase_order
event:23161,purchase_order:1252,purchase_order
event:23161,goods receipt:1529,goods receipt
event:23164,purchase_order:1248,purchase_order
event:23164,goods receipt:1525,goods receipt
event:23184,goods receipt:1532,goods receipt
event:23184,purchase_order:1261,purchase_order
event:23188,purchase_order:1253,purchase_order
event:23188,goods receipt:1529,goods receipt
event:23213,purchase_order:1255,purchase_order
event:23213,goods receipt:1538,goods receipt
event:23232,purchase_order:1256,purchase_order
event:23232,goods receipt:1538,goods receipt
event:23242,purchase_order:1262,purchase_order
event:23242,goods receipt:1535,goods receipt
event:23246,purchase_order:1262,purchase_order
event:23246,goods receipt:1533,goods receipt
event:23248,goods receipt:1526,goods receipt
event:23248,purchase_order:1247,purchase_order
event:23253,purchase_order:1250,purchase_order
event:23253,goods receipt:1531,goods receipt
event:23276,purchase_order:1255,purchase_order
event:23276,goods receipt:1536,goods receipt
event:23277,purchase_order:1256,purchase_order
event:23277,goods receipt:1536,goods receipt
event:23281,purchase_order:1259,purchase_order
event:23281,goods receipt:1543,goods receipt
event:23286,purchase_order:1258,purchase_order
event:23286,goods receipt:1541,goods receipt
event:23289,purchase_order:1267,purchase_order
event:23289,goods receipt:1540,goods receipt
event:23291,goods receipt:1534,goods receipt
event:23291,purchase_order:1262,purchase_order
event:23292,purchase_order:1248,purchase_order
event:23292,goods receipt:1526,goods receipt
event:23294,goods receipt:1530,goods receipt
event:23294,purchase_order:1253,purchase_order
event:23327,goods receipt:1542,goods receipt
event:23327,purchase_order:1260,purchase_order
event:23341,purchase_order:1263,purchase_order
event:23341,goods receipt:1539,goods receipt
event:23345,purchase_order:1260,purchase_order
event:23345,goods receipt:1541,goods receipt
event:23346,purchase_order:1259,purchase_order
event:23346,goods receipt:1541,goods receipt
event:23405,purchase_order:1264,purchase_order
event:23405,goods receipt:1549,goods receipt
event:23411,purchase_order:1255,purchase_order
event:23411,goods receipt:1537,goods receipt
event:23417,purchase_order:1266,purchase_order
event:23417,goods receipt:1548,goods receipt
event:23418,goods receipt:1546,goods receipt
event:23418,purchase_order:1271,purchase_order
event:23421,goods receipt:1542,goods receipt
event:23421,purchase_order:1258,purchase_order
event:23427,purchase_order:1266,purchase_order
event:23427,goods receipt:1551,goods receipt
event:23447,goods receipt:1543,goods receipt
event:23447,purchase_order:1258,purchase_order
event:23448,purchase_order:1271,purchase_order
event:23448,goods receipt:1544,goods receipt
event:23449,goods receipt:1546,goods receipt
event:23449,purchase_order:1269,purchase_order
event:23461,purchase_order:1268,purchase_order
event:23461,goods receipt:1552,goods receipt
event:23462,purchase_order:1273,purchase_order
event:23462,goods receipt:1555,goods receipt
event:23466,purchase_order:1256,purchase_order
event:23466,goods receipt:1537,goods receipt
event:23467,purchase_order:1266,purchase_order
event:23467,goods receipt:1550,goods receipt
event:23468,goods receipt:1547,goods receipt
event:23468,purchase_order:1270,purchase_order
event:23469,goods receipt:1555,goods receipt
event:23469,purchase_order:1272,purchase_order
event:23475,purchase_order:1266,purchase_order
event:23475,goods receipt:1549,goods receipt
event:23476,purchase_order:1273,purchase_order
event:23476,goods receipt:1554,goods receipt
event:23479,goods receipt:1542,goods receipt
event:23479,purchase_order:1259,purchase_order
event:23482,goods receipt:1554,goods receipt
event:23482,purchase_order:1272,purchase_order
event:23485,purchase_order:1265,purchase_order
event:23485,goods receipt:1550,goods receipt
event:23527,purchase_order:1264,purchase_order
event:23527,goods receipt:1548,goods receipt
event:23532,purchase_order:1264,purchase_order
event:23532,goods receipt:1551,goods receipt
event:23558,goods receipt:1551,goods receipt
event:23558,purchase_order:1265,purchase_order
event:23560,goods receipt:1545,goods receipt
event:23560,purchase_order:1271,purchase_order
event:23567,purchase_order:1264,purchase_order
event:23567,goods receipt:1550,goods receipt
event:23570,goods receipt:1545,goods receipt
event:23570,purchase_order:1270,purchase_order
event:23575,purchase_order:1265,purchase_order
event:23575,goods receipt:1549,goods receipt
event:23583,purchase_order:1269,purchase_order
event:23583,goods receipt:1544,goods receipt
event:23586,goods receipt:1547,goods receipt
event:23586,purchase_order:1271,purchase_order
event:23587,purchase_order:1274,purchase_order
event:23587,goods receipt:1556,goods receipt
event:23597,goods receipt:1543,goods receipt
event:23597,purchase_order:1260,purchase_order
event:23598,goods receipt:1557,goods receipt
event:23598,purchase_order:1282,purchase_order
event:23604,goods receipt:1547,goods receipt
event:23604,purchase_order:1269,purchase_order
event:23605,goods receipt:1545,goods receipt
event:23605,purchase_order:1269,purchase_order
event:23636,purchase_order:1268,purchase_order
event:23636,goods receipt:1553,goods receipt
event:23653,purchase_order:1270,purchase_order
event:23653,goods receipt:1544,goods receipt
event:23675,purchase_order:1275,purchase_order
event:23675,goods receipt:1559,goods receipt
event:23676,goods receipt:1561,goods receipt
event:23676,purchase_order:1286,purchase_order
event:23677,goods receipt:1562,goods receipt
event:23677,purchase_order:1285,purchase_order
event:23685,purchase_order:1280,purchase_order
event:23685,goods receipt:1558,goods receipt
event:23712,purchase_order:1289,purchase_order
event:23712,goods receipt:1566,goods receipt
event:23716,purchase_order:1288,purchase_order
event:23716,goods receipt:1566,goods receipt
event:23717,goods receipt:1563,goods receipt
event:23717,purchase_order:1278,purchase_order
event:23718,goods receipt:1565,goods receipt
event:23718,purchase_order:1290,purchase_order
event:23721,purchase_order:1286,purchase_order
event:23721,goods receipt:1562,goods receipt
event:23728,purchase_order:1275,purchase_order
event:23728,goods receipt:1560,goods receipt
event:23749,goods receipt:1568,goods receipt
event:23749,purchase_order:1294,purchase_order
event:23781,purchase_order:1281,purchase_order
event:23781,goods receipt:1570,goods receipt
event:23783,purchase_order:1283,purchase_order
event:23783,goods receipt:1572,goods receipt
event:23786,goods receipt:1569,goods receipt
event:23786,purchase_order:1298,purchase_order
event:23787,purchase_order:1265,purchase_order
event:23787,goods receipt:1548,goods receipt
event:23789,purchase_order:1284,purchase_order
event:23789,goods receipt:1572,goods receipt
event:23791,purchase_order:1284,purchase_order
event:23791,goods receipt:1571,goods receipt
event:23792,goods receipt:1546,goods receipt
event:23792,purchase_order:1270,purchase_order
event:23793,goods receipt:1564,goods receipt
event:23793,purchase_order:1277,purchase_order
event:23794,purchase_order:1283,purchase_order
event:23794,goods receipt:1571,goods receipt
event:23798,purchase_order:1276,purchase_order
event:23798,goods receipt:1560,goods receipt
event:23802,purchase_order:1288,purchase_order
event:23802,goods receipt:1567,goods receipt
event:23849,purchase_order:1302,purchase_order
event:23849,goods receipt:1578,goods receipt
event:23870,purchase_order:1296,purchase_order
event:23870,goods receipt:1576,goods receipt
event:23892,purchase_order:1293,purchase_order
event:23892,goods receipt:1573,goods receipt
event:23895,purchase_order:1289,purchase_order
event:23895,goods receipt:1567,goods receipt
event:23912,purchase_order:1310,purchase_order
event:23912,goods receipt:1580,goods receipt
event:23933,purchase_order:1295,purchase_order
event:23933,goods receipt:1579,goods receipt
event:23936,goods receipt:1574,goods receipt
event:23936,purchase_order:1291,purchase_order
event:23939,goods receipt:1575,goods receipt
event:23939,purchase_order:1292,purchase_order
event:23960,goods receipt:1574,goods receipt
event:23960,purchase_order:1293,purchase_order
event:23977,purchase_order:1297,purchase_order
event:23977,goods receipt:1577,goods receipt
event:23978,purchase_order:1291,purchase_order
event:23978,goods receipt:1573,goods receipt
event:23980,purchase_order:1297,purchase_order
event:23980,goods receipt:1576,goods receipt
event:24014,goods receipt:1561,goods receipt
event:24014,purchase_order:1285,purchase_order
event:24019,goods receipt:1582,goods receipt
event:24019,purchase_order:1303,purchase_order
event:24025,goods receipt:1582,goods receipt
event:24025,purchase_order:1304,purchase_order
event:24035,purchase_order:1276,purchase_order
event:24035,goods receipt:1559,goods receipt
event:24039,goods receipt:1585,goods receipt
event:24039,purchase_order:1300,purchase_order
event:24040,purchase_order:1292,purchase_order
event:24040,goods receipt:1573,goods receipt
event:24042,goods receipt:1586,goods receipt
event:24042,purchase_order:1279,purchase_order
event:24044,goods receipt:1588,goods receipt
event:24044,purchase_order:1287,purchase_order
event:24045,purchase_order:1318,purchase_order
event:24045,goods receipt:1587,goods receipt
event:24047,purchase_order:1287,purchase_order
event:24047,goods receipt:1589,goods receipt
event:24053,goods receipt:1584,goods receipt
event:24053,purchase_order:1299,purchase_order
event:24059,goods receipt:1575,goods receipt
event:24059,purchase_order:1291,purchase_order
event:24062,goods receipt:1583,goods receipt
event:24062,purchase_order:1300,purchase_order
event:24066,goods receipt:1574,goods receipt
event:24066,purchase_order:1292,purchase_order
event:24067,purchase_order:1301,purchase_order
event:24067,goods receipt:1583,goods receipt
event:24072,goods receipt:1575,goods receipt
event:24072,purchase_order:1293,purchase_order
event:24074,purchase_order:1299,purchase_order
event:24074,goods receipt:1585,goods receipt
event:24113,goods receipt:1597,goods receipt
event:24113,purchase_order:1305,purchase_order
event:24114,goods receipt:1595,goods receipt
event:24114,purchase_order:1307,purchase_order
event:24131,purchase_order:1296,purchase_order
event:24131,goods receipt:1577,goods receipt
event:24132,purchase_order:1314,purchase_order
event:24132,goods receipt:1591,goods receipt
event:24133,purchase_order:1299,purchase_order
event:24133,goods receipt:1583,goods receipt
event:24135,goods receipt:1592,goods receipt
event:24135,purchase_order:1314,purchase_order
event:24138,purchase_order:1312,purchase_order
event:24138,goods receipt:1591,goods receipt
event:24139,purchase_order:1313,purchase_order
event:24139,goods receipt:1591,goods receipt
event:24162,goods receipt:1594,goods receipt
event:24162,purchase_order:1315,purchase_order
event:24173,goods receipt:1599,goods receipt
event:24173,purchase_order:1308,purchase_order
event:24176,goods receipt:1596,goods receipt
event:24176,purchase_order:1305,purchase_order
event:24180,purchase_order:1309,purchase_order
event:24180,goods receipt:1599,goods receipt
event:24194,goods receipt:1593,goods receipt
event:24194,purchase_order:1313,purchase_order
event:24212,purchase_order:1312,purchase_order
event:24212,goods receipt:1593,goods receipt
event:24223,goods receipt:1585,goods receipt
event:24223,purchase_order:1301,purchase_order
event:24224,goods receipt:1581,goods receipt
event:24224,purchase_order:1303,purchase_order
event:24225,purchase_order:1307,purchase_order
event:24225,goods receipt:1596,goods receipt
event:24226,goods receipt:1601,goods receipt
event:24226,purchase_order:1321,purchase_order
event:24228,goods receipt:1598,goods receipt
event:24228,purchase_order:1309,purchase_order
event:24229,purchase_order:1312,purchase_order
event:24229,goods receipt:1592,goods receipt
event:24251,goods receipt:1603,goods receipt
event:24251,purchase_order:1324,purchase_order
event:24265,goods receipt:1595,goods receipt
event:24265,purchase_order:1305,purchase_order
event:24266,goods receipt:1602,goods receipt
event:24266,purchase_order:1321,purchase_order
event:24268,goods receipt:1600,goods receipt
event:24268,purchase_order:1321,purchase_order
event:24269,goods receipt:1595,goods receipt
event:24269,purchase_order:1306,purchase_order
event:24271,goods receipt:1606,goods receipt
event:24271,purchase_order:1316,purchase_order
event:24313,purchase_order:1323,purchase_order
event:24313,goods receipt:1604,goods receipt
event:24316,goods receipt:1584,goods receipt
event:24316,purchase_order:1300,purchase_order
event:24317,purchase_order:1316,purchase_order
event:24317,goods receipt:1607,goods receipt
event:24318,purchase_order:1319,purchase_order
event:24318,goods receipt:1608,goods receipt
event:24323,goods receipt:1598,goods receipt
event:24323,purchase_order:1308,purchase_order
event:24326,purchase_order:1320,purchase_order
event:24326,goods receipt:1609,goods receipt
event:24327,goods receipt:1597,goods receipt
event:24327,purchase_order:1306,purchase_order
event:24330,goods receipt:1581,goods receipt
event:24330,purchase_order:1304,purchase_order
event:24334,purchase_order:1306,purchase_order
event:24334,goods receipt:1596,goods receipt
event:24335,purchase_order:1317,purchase_order
event:24335,goods receipt:1607,goods receipt
event:24336,goods receipt:1597,goods receipt
event:24336,purchase_order:1307,purchase_order
event:24381,purchase_order:1323,purchase_order
event:24381,goods receipt:1605,goods receipt
event:24393,purchase_order:1320,purchase_order
event:24393,goods receipt:1608,goods receipt
event:24394,purchase_order:1325,purchase_order
event:24394,goods receipt:1615,goods receipt
event:24422,goods receipt:1593,goods receipt
event:24422,purchase_order:1314,purchase_order
event:24427,purchase_order:1325,purchase_order
event:24427,goods receipt:1614,goods receipt
event:24428,goods receipt:1609,goods receipt
event:24428,purchase_order:1319,purchase_order
event:24443,purchase_order:1311,purchase_order
event:24443,goods receipt:1612,goods receipt
event:24445,goods receipt:1606,goods receipt
event:24445,purchase_order:1317,purchase_order
event:24450,goods receipt:1592,goods receipt
event:24450,purchase_order:1313,purchase_order
event:24455,purchase_order:1327,purchase_order
event:24455,goods receipt:1616,goods receipt
event:24482,goods receipt:1618,goods receipt
event:24482,purchase_order:1328,purchase_order
event:24483,goods receipt:1617,goods receipt
event:24483,purchase_order:1329,purchase_order
event:24500,goods receipt:1622,goods receipt
event:24500,purchase_order:1344,purchase_order
event:24503,purchase_order:1322,purchase_order
event:24503,goods receipt:1610,goods receipt
event:24510,goods receipt:1590,goods receipt
event:24510,purchase_order:1287,purchase_order
event:24511,goods receipt:1611,goods receipt
event:24511,purchase_order:1333,purchase_order
event:24514,goods receipt:1620,goods receipt
event:24514,purchase_order:1331,purchase_order
event:24522,goods receipt:1618,goods receipt
event:24522,purchase_order:1329,purchase_order
event:24525,goods receipt:1620,goods receipt
event:24525,purchase_order:1332,purchase_order
event:24526,goods receipt:1584,goods receipt
event:24526,purchase_order:1301,purchase_order
event:24527,purchase_order:1331,purchase_order
event:24527,goods receipt:1621,goods receipt
event:24528,goods receipt:1617,goods receipt
event:24528,purchase_order:1328,purchase_order
event:24570,goods receipt:1629,goods receipt
event:24570,purchase_order:1337,purchase_order
event:24600,goods receipt:1625,goods receipt
event:24600,purchase_order:1344,purchase_order
event:24608,goods receipt:1624,goods receipt
event:24608,purchase_order:1344,purchase_order
event:24612,goods receipt:1629,goods receipt
event:24612,purchase_order:1338,purchase_order
event:24630,goods receipt:1627,goods receipt
event:24630,purchase_order:1338,purchase_order
event:24633,goods receipt:1627,goods receipt
event:24633,purchase_order:1336,purchase_order
event:24635,goods receipt:1628,goods receipt
event:24635,purchase_order:1339,purchase_order
event:24637,goods receipt:1627,goods receipt
event:24637,purchase_order:1337,purchase_order
event:24639,goods receipt:1613,goods receipt
event:24639,purchase_order:1326,purchase_order
event:24642,goods receipt:1630,goods receipt
event:24642,purchase_order:1336,purchase_order
event:24645,goods receipt:1630,goods receipt
event:24645,purchase_order:1338,purchase_order
event:24681,goods receipt:1631,goods receipt
event:24681,purchase_order:1334,purchase_order
event:24684,purchase_order:1335,purchase_order
event:24684,goods receipt:1631,goods receipt
event:24687,purchase_order:1339,purchase_order
event:24687,goods receipt:1630,goods receipt
event:24688,goods receipt:1629,goods receipt
event:24688,purchase_order:1336,purchase_order
event:24711,goods receipt:1629,goods receipt
event:24711,purchase_order:1339,purchase_order
event:24714,goods receipt:1633,goods receipt
event:24714,purchase_order:1345,purchase_order
event:24716,goods receipt:1628,goods receipt
event:24716,purchase_order:1338,purchase_order
event:24742,purchase_order:1340,purchase_order
event:24742,goods receipt:1626,goods receipt
event:24745,goods receipt:1627,goods receipt
event:24745,purchase_order:1339,purchase_order
event:24748,goods receipt:1623,goods receipt
event:24748,purchase_order:1344,purchase_order
event:24751,goods receipt:1628,goods receipt
event:24751,purchase_order:1337,purchase_order
event:24752,purchase_order:1346,purchase_order
event:24752,goods receipt:1634,goods receipt
event:24765,goods receipt:1621,goods receipt
event:24765,purchase_order:1332,purchase_order
event:24767,goods receipt:1628,goods receipt
event:24767,purchase_order:1336,purchase_order
event:24768,purchase_order:1337,purchase_order
event:24768,goods receipt:1630,goods receipt
event:24821,goods receipt:1640,goods receipt
event:24821,purchase_order:1354,purchase_order
event:24822,purchase_order:1341,purchase_order
event:24822,goods receipt:1642,goods receipt
event:24823,goods receipt:1632,goods receipt
event:24823,purchase_order:1334,purchase_order
event:24831,purchase_order:1348,purchase_order
event:24831,goods receipt:1636,goods receipt
event:24836,purchase_order:1343,purchase_order
event:24836,goods receipt:1641,goods receipt
event:24838,goods receipt:1639,goods receipt
event:24838,purchase_order:1354,purchase_order
event:24839,purchase_order:1342,purchase_order
event:24839,goods receipt:1641,goods receipt
event:24845,goods receipt:1635,goods receipt
event:24845,purchase_order:1349,purchase_order
event:24869,purchase_order:1343,purchase_order
event:24869,goods receipt:1642,goods receipt
event:24875,purchase_order:1341,purchase_order
event:24875,goods receipt:1643,goods receipt
event:24880,purchase_order:1341,purchase_order
event:24880,goods receipt:1641,goods receipt
event:24882,purchase_order:1335,purchase_order
event:24882,goods receipt:1632,goods receipt
event:24886,purchase_order:1342,purchase_order
event:24886,goods receipt:1643,goods receipt
event:24890,purchase_order:1348,purchase_order
event:24890,goods receipt:1635,goods receipt
event:24915,purchase_order:1349,purchase_order
event:24915,goods receipt:1636,goods receipt
event:24918,purchase_order:1355,purchase_order
event:24918,goods receipt:1637,goods receipt
event:24919,purchase_order:1342,purchase_order
event:24919,goods receipt:1642,goods receipt
event:24981,goods receipt:1640,goods receipt
event:24981,purchase_order:1353,purchase_order
event:24982,goods receipt:1650,goods receipt
event:24982,purchase_order:1366,purchase_order
event:24985,goods receipt:1650,goods receipt
event:24985,purchase_order:1367,purchase_order
event:24988,purchase_order:1352,purchase_order
event:24988,goods receipt:1655,goods receipt
event:24997,goods receipt:1654,goods receipt
event:24997,purchase_order:1352,purchase_order
event:24998,purchase_order:1350,purchase_order
event:24998,goods receipt:1655,goods receipt
event:25000,goods receipt:1645,goods receipt
event:25000,purchase_order:1363,purchase_order
event:25002,purchase_order:1350,purchase_order
event:25002,goods receipt:1653,goods receipt
event:25003,goods receipt:1650,goods receipt
event:25003,purchase_order:1368,purchase_order
event:25005,goods receipt:1655,goods receipt
event:25005,purchase_order:1351,purchase_order
event:25006,purchase_order:1364,purchase_order
event:25006,goods receipt:1646,goods receipt
event:25010,goods receipt:1654,goods receipt
event:25010,purchase_order:1351,purchase_order
event:25025,goods receipt:1649,goods receipt
event:25025,purchase_order:1368,purchase_order
event:25027,goods receipt:1659,goods receipt
event:25027,purchase_order:1357,purchase_order
event:25029,goods receipt:1653,goods receipt
event:25029,purchase_order:1352,purchase_order
event:25036,goods receipt:1657,goods receipt
event:25036,purchase_order:1356,purchase_order
event:25038,purchase_order:1362,purchase_order
event:25038,goods receipt:1648,goods receipt
event:25039,purchase_order:1359,purchase_order
event:25039,goods receipt:1661,goods receipt
event:25040,goods receipt:1653,goods receipt
event:25040,purchase_order:1351,purchase_order
event:25042,purchase_order:1352,purchase_order
event:25042,goods receipt:1652,goods receipt
event:25044,purchase_order:1362,purchase_order
event:25044,goods receipt:1646,goods receipt
event:25045,purchase_order:1357,purchase_order
event:25045,goods receipt:1657,goods receipt
event:25046,goods receipt:1661,goods receipt
event:25046,purchase_order:1360,purchase_order
event:25048,purchase_order:1362,purchase_order
event:25048,goods receipt:1647,goods receipt
event:25049,goods receipt:1659,goods receipt
event:25049,purchase_order:1356,purchase_order
event:25051,purchase_order:1368,purchase_order
event:25051,goods receipt:1651,goods receipt
event:25057,purchase_order:1363,purchase_order
event:25057,goods receipt:1647,goods receipt
event:25058,purchase_order:1365,purchase_order
event:25058,goods receipt:1645,goods receipt
event:25059,purchase_order:1351,purchase_order
event:25059,goods receipt:1652,goods receipt
event:25060,purchase_order:1343,purchase_order
event:25060,goods receipt:1643,goods receipt
event:25061,purchase_order:1364,purchase_order
event:25061,goods receipt:1645,goods receipt
event:25062,goods receipt:1662,goods receipt
event:25062,purchase_order:1361,purchase_order
event:25064,purchase_order:1353,purchase_order
event:25064,goods receipt:1638,goods receipt
event:25066,goods receipt:1648,goods receipt
event:25066,purchase_order:1363,purchase_order
event:25069,purchase_order:1357,purchase_order
event:25069,goods receipt:1656,goods receipt
event:25070,purchase_order:1357,purchase_order
event:25070,goods receipt:1658,goods receipt
event:25071,goods receipt:1661,goods receipt
event:25071,purchase_order:1361,purchase_order
event:25072,goods receipt:1660,goods receipt
event:25072,purchase_order:1361,purchase_order
event:25073,purchase_order:1366,purchase_order
event:25073,goods receipt:1649,goods receipt
event:25076,goods receipt:1658,goods receipt
event:25076,purchase_order:1356,purchase_order
event:25132,purchase_order:1364,purchase_order
event:25132,goods receipt:1648,goods receipt
event:25150,goods receipt:1646,goods receipt
event:25150,purchase_order:1363,purchase_order
event:25151,purchase_order:1367,purchase_order
event:25151,goods receipt:1649,goods receipt
event:25158,goods receipt:1666,goods receipt
event:25158,purchase_order:1358,purchase_order
event:25161,purchase_order:1366,purchase_order
event:25161,goods receipt:1651,goods receipt
event:25162,purchase_order:1330,purchase_order
event:25162,goods receipt:1619,goods receipt
event:25192,purchase_order:1360,purchase_order
event:25192,goods receipt:1662,goods receipt
event:25193,goods receipt:1668,goods receipt
event:25193,purchase_order:1383,purchase_order
event:25198,purchase_order:1347,purchase_order
event:25198,goods receipt:1644,goods receipt
event:25204,goods receipt:1670,goods receipt
event:25204,purchase_order:1384,purchase_order
event:25205,purchase_order:1365,purchase_order
event:25205,goods receipt:1647,goods receipt
event:25208,purchase_order:1365,purchase_order
event:25208,goods receipt:1646,goods receipt
event:25209,purchase_order:1362,purchase_order
event:25209,goods receipt:1645,goods receipt
event:25210,goods receipt:1656,goods receipt
event:25210,purchase_order:1356,purchase_order
event:25214,purchase_order:1367,purchase_order
event:25214,goods receipt:1651,goods receipt
event:25217,purchase_order:1370,purchase_order
event:25217,goods receipt:1665,goods receipt
event:25220,purchase_order:1360,purchase_order
event:25220,goods receipt:1660,goods receipt
event:25221,purchase_order:1359,purchase_order
event:25221,goods receipt:1662,goods receipt
event:25252,goods receipt:1664,goods receipt
event:25252,purchase_order:1369,purchase_order
event:25254,purchase_order:1379,purchase_order
event:25254,goods receipt:1675,goods receipt
event:25257,purchase_order:1350,purchase_order
event:25257,goods receipt:1654,goods receipt
event:25259,purchase_order:1365,purchase_order
event:25259,goods receipt:1648,goods receipt
event:25260,purchase_order:1354,purchase_order
event:25260,goods receipt:1638,goods receipt
event:25263,purchase_order:1350,purchase_order
event:25263,goods receipt:1652,goods receipt
event:25265,purchase_order:1370,purchase_order
event:25265,goods receipt:1663,goods receipt
event:25267,purchase_order:1378,purchase_order
event:25267,goods receipt:1673,goods receipt
event:25314,goods receipt:1639,goods receipt
event:25314,purchase_order:1353,purchase_order
event:25319,goods receipt:1678,goods receipt
event:25319,purchase_order:1374,purchase_order
event:25326,purchase_order:1378,purchase_order
event:25326,goods receipt:1675,goods receipt
event:25328,purchase_order:1373,purchase_order
event:25328,goods receipt:1676,goods receipt
event:25329,purchase_order:1377,purchase_order
event:25329,goods receipt:1674,goods receipt
event:25331,purchase_order:1371,purchase_order
event:25331,goods receipt:1677,goods receipt
event:25333,goods receipt:1671,goods receipt
event:25333,purchase_order:1380,purchase_order
event:25334,purchase_order:1371,purchase_order
event:25334,goods receipt:1676,goods receipt
event:25337,goods receipt:1672,goods receipt
event:25337,purchase_order:1381,purchase_order
event:25339,goods receipt:1664,goods receipt
event:25339,purchase_order:1370,purchase_order
event:25341,goods receipt:1663,goods receipt
event:25341,purchase_order:1369,purchase_order
event:25365,purchase_order:1377,purchase_order
event:25365,goods receipt:1673,goods receipt
event:25366,goods receipt:1681,goods receipt
event:25366,purchase_order:1375,purchase_order
event:25367,goods receipt:1684,goods receipt
event:25367,purchase_order:1386,purchase_order
event:25369,goods receipt:1665,goods receipt
event:25369,purchase_order:1369,purchase_order
event:25375,goods receipt:1679,goods receipt
event:25375,purchase_order:1372,purchase_order
event:25381,purchase_order:1377,purchase_order
event:25381,goods receipt:1675,goods receipt
event:25382,goods receipt:1676,goods receipt
event:25382,purchase_order:1374,purchase_order
event:25387,goods receipt:1672,goods receipt
event:25387,purchase_order:1380,purchase_order
event:25388,purchase_order:1375,purchase_order
event:25388,goods receipt:1680,goods receipt
event:25389,purchase_order:1379,purchase_order
event:25389,goods receipt:1674,goods receipt
event:25391,purchase_order:1381,purchase_order
event:25391,goods receipt:1671,goods receipt
event:25392,purchase_order:1376,purchase_order
event:25392,goods receipt:1681,goods receipt
event:25394,goods receipt:1669,goods receipt
event:25394,purchase_order:1384,purchase_order
event:25396,goods receipt:1678,goods receipt
event:25396,purchase_order:1372,purchase_order
event:25397,purchase_order:1364,purchase_order
event:25397,goods receipt:1647,goods receipt
event:25398,purchase_order:1376,purchase_order
event:25398,goods receipt:1680,goods receipt
event:25400,purchase_order:1371,purchase_order
event:25400,goods receipt:1679,goods receipt
event:25402,purchase_order:1359,purchase_order
event:25402,goods receipt:1660,goods receipt
event:25404,purchase_order:1385,purchase_order
event:25404,goods receipt:1683,goods receipt
event:25405,goods receipt:1683,goods receipt
event:25405,purchase_order:1386,purchase_order
event:25449,purchase_order:1371,purchase_order
event:25449,goods receipt:1678,goods receipt
event:25463,purchase_order:1385,purchase_order
event:25463,goods receipt:1684,goods receipt
event:25484,goods receipt:1685,goods receipt
event:25484,purchase_order:1382,purchase_order
event:25501,goods receipt:1677,goods receipt
event:25501,purchase_order:1374,purchase_order
event:25502,purchase_order:1379,purchase_order
event:25502,goods receipt:1673,goods receipt
event:25503,goods receipt:1688,goods receipt
event:25503,purchase_order:1387,purchase_order
