ocel_id,ocel_time,CreditAmountBSEGWRBTR,DebitAmountBSEGDMBTR,PaymentBlockRSEGZLSPR,new_value,ocel_changed_field
invoice receipt:441,2022-10-28T02:01:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:441,2022-10-28T02:01:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:441,2022-10-28T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:441,2022-10-28T12:40:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:441,2022-10-28T12:40:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:441,2022-10-28T12:40:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:441,2022-10-28T12:50:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:12,1970-01-01T00:00:00.000Z,21750.0,21750.0,,,
invoice receipt:12,2022-04-22T20:04:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:12,2022-04-22T20:04:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:12,2022-04-22T20:04:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:12,2022-04-25T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:821,1970-01-01T00:00:00.000Z,3500.0,3500.0,,,
invoice receipt:821,2023-05-26T09:25:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:821,2023-05-26T09:25:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:821,2023-05-26T09:25:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:821,2023-05-26T09:35:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:821,2023-05-26T21:26:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:821,2023-05-26T21:26:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:821,2023-05-26T21:26:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:821,2023-05-29T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1195,1970-01-01T00:00:00.000Z,33600.0,33600.0,,,
invoice receipt:1195,2023-11-23T18:42:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1195,2023-11-23T18:42:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1195,2023-11-23T18:42:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1195,2023-11-24T08:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:95,1970-01-01T00:00:00.000Z,18000.0,18000.0,,,
invoice receipt:95,2022-06-02T09:23:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:95,2022-06-02T09:23:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:95,2022-06-02T09:23:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:95,2022-06-02T09:33:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:567,1970-01-01T00:00:00.000Z,149700.0,149700.0,,,
invoice receipt:567,2023-01-27T10:27:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:567,2023-01-27T10:27:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:567,2023-01-27T10:27:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:567,2023-01-27T10:37:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:567,2023-01-29T03:04:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:567,2023-01-29T03:04:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:567,2023-01-29T03:04:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:567,2023-01-30T08:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:640,1970-01-01T00:00:00.000Z,79600.0,79600.0,,,
invoice receipt:640,2023-03-07T12:29:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:640,2023-03-07T12:29:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:640,2023-03-07T12:29:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:640,2023-03-07T12:39:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:690,1970-01-01T00:00:00.000Z,20400.0,20400.0,,,
invoice receipt:690,2023-03-21T11:12:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:690,2023-03-21T11:12:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:690,2023-03-21T11:12:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:690,2023-03-21T11:22:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:690,2023-03-22T01:23:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:690,2023-03-22T01:23:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:690,2023-03-22T01:23:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:690,2023-03-22T05:59:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:690,2023-03-22T05:59:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:690,2023-03-22T05:59:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:690,2023-03-22T08:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:690,2023-03-22T08:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:772,1970-01-01T00:00:00.000Z,48500.0,48500.0,,,
invoice receipt:772,2023-05-08T09:09:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:772,2023-05-08T09:09:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:772,2023-05-08T09:09:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:772,2023-05-08T09:19:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:772,2023-05-09T14:06:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:772,2023-05-09T14:06:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:772,2023-05-09T14:06:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:772,2023-05-09T14:16:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:203,1970-01-01T00:00:00.000Z,28200.0,28200.0,,,
invoice receipt:203,2022-07-22T15:30:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:203,2022-07-22T15:30:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:203,2022-07-22T15:30:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:203,2022-07-23T03:48:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:203,2022-07-23T03:48:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:203,2022-07-23T03:48:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:203,2022-07-23T05:25:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:203,2022-07-23T05:25:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:203,2022-07-23T05:25:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:203,2022-07-25T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:203,2022-07-25T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:203,2022-07-25T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:14,1970-01-01T00:00:00.000Z,121500.0,121500.0,,,
invoice receipt:14,2022-04-28T15:16:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:14,2022-04-28T15:16:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:14,2022-04-28T15:16:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:14,2022-04-29T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:830,1970-01-01T00:00:00.000Z,16500.0,16500.0,,,
invoice receipt:830,2023-05-29T09:40:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:830,2023-05-29T09:40:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:830,2023-05-29T09:40:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:830,2023-05-29T09:50:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:830,2023-05-30T13:25:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:830,2023-05-30T13:25:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:830,2023-05-30T13:25:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:830,2023-05-30T13:35:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1717,1970-01-01T00:00:00.000Z,47450.0,47450.0,,,
invoice receipt:1717,2024-07-12T04:15:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1717,2024-07-12T04:15:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1717,2024-07-12T04:15:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1717,2024-07-12T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1165,1970-01-01T00:00:00.000Z,6250.0,6250.0,,,
invoice receipt:1165,2023-11-08T08:40:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1165,2023-11-08T08:40:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1165,2023-11-08T08:40:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1165,2023-11-08T08:50:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1165,2023-11-09T19:03:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1165,2023-11-09T19:03:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1165,2023-11-09T19:03:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1165,2023-11-10T08:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:162,1970-01-01T00:00:00.000Z,34500.0,34500.0,,,
invoice receipt:162,2022-06-30T15:34:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:162,2022-06-30T15:34:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:162,2022-06-30T15:34:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:162,2022-06-30T16:03:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:162,2022-06-30T16:03:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:162,2022-06-30T16:03:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:162,2022-06-30T17:26:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:162,2022-06-30T17:26:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:162,2022-06-30T17:26:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:162,2022-07-01T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:162,2022-07-01T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:162,2022-07-01T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:162,2022-07-03T18:17:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:162,2022-07-03T18:17:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:162,2022-07-03T18:17:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:162,2022-07-04T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1836,1970-01-01T00:00:00.000Z,32400.0,32400.0,,,
invoice receipt:1836,2024-09-10T19:51:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1836,2024-09-10T19:51:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1836,2024-09-10T19:51:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1836,2024-09-10T23:33:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1836,2024-09-10T23:33:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1836,2024-09-10T23:33:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1836,2024-09-11T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1836,2024-09-11T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1836,2024-09-11T11:54:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1836,2024-09-11T11:54:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1836,2024-09-11T11:54:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1836,2024-09-11T12:04:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1836,2024-09-14T00:51:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1836,2024-09-14T00:51:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1836,2024-09-14T00:51:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1836,2024-09-16T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1625,1970-01-01T00:00:00.000Z,12450.0,12450.0,,,
invoice receipt:1625,2024-05-31T23:36:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1625,2024-05-31T23:36:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1625,2024-05-31T23:36:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1625,2024-06-03T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1045,1970-01-01T00:00:00.000Z,87150.0,87150.0,,,
invoice receipt:1045,2023-09-11T15:34:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1045,2023-09-11T15:34:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1045,2023-09-11T15:34:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1045,2023-09-11T15:45:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1045,2023-09-11T15:45:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1045,2023-09-11T15:45:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1045,2023-09-12T06:42:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1045,2023-09-12T06:42:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1045,2023-09-12T06:42:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1045,2023-09-12T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1045,2023-09-12T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1045,2023-09-12T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:879,1970-01-01T00:00:00.000Z,61100.0,61100.0,,,
invoice receipt:879,2023-06-28T02:53:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:879,2023-06-28T02:53:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:879,2023-06-28T02:53:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:879,2023-06-28T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:313,1970-01-01T00:00:00.000Z,178500.0,178500.0,,,
invoice receipt:313,2022-09-07T07:58:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:313,2022-09-07T07:58:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:313,2022-09-07T07:58:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:313,2022-09-07T08:08:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:313,2022-09-08T01:05:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:313,2022-09-08T01:05:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:313,2022-09-08T01:05:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:313,2022-09-08T01:15:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:313,2022-09-08T01:15:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:313,2022-09-08T01:15:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:313,2022-09-08T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:313,2022-09-08T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:313,2022-09-09T08:19:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:313,2022-09-09T08:19:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:313,2022-09-09T08:19:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:313,2022-09-09T08:29:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:403,1970-01-01T00:00:00.000Z,37500.0,37500.0,,,
invoice receipt:403,2022-10-06T09:12:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:403,2022-10-06T09:12:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:403,2022-10-06T09:12:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:403,2022-10-06T09:22:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:403,2022-10-06T11:06:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:403,2022-10-06T11:06:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:403,2022-10-06T11:06:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:403,2022-10-06T11:16:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1394,1970-01-01T00:00:00.000Z,148700.0,148700.0,,,
invoice receipt:1394,2024-02-13T05:20:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1394,2024-02-13T05:20:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1394,2024-02-13T05:20:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1394,2024-02-13T08:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1394,2024-02-14T06:31:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1394,2024-02-14T06:31:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1394,2024-02-14T06:31:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1394,2024-02-14T08:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1806,1970-01-01T00:00:00.000Z,113750.0,113750.0,,,
invoice receipt:1806,2024-08-19T09:26:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1806,2024-08-19T09:26:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1806,2024-08-19T09:26:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1806,2024-08-19T09:36:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1806,2024-08-19T14:22:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1806,2024-08-19T14:22:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1806,2024-08-19T14:22:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1806,2024-08-19T14:32:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1806,2024-08-20T10:14:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1806,2024-08-20T10:14:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1806,2024-08-20T10:14:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1806,2024-08-20T10:24:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1806,2024-08-24T14:06:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1806,2024-08-24T14:06:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1806,2024-08-24T14:06:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1806,2024-08-26T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1839,1970-01-01T00:00:00.000Z,49350.0,49350.0,,,
invoice receipt:1839,2024-09-11T07:38:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1839,2024-09-11T07:38:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1839,2024-09-11T07:38:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1839,2024-09-11T07:48:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1839,2024-09-11T10:12:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1839,2024-09-11T10:12:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1839,2024-09-11T10:12:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1839,2024-09-11T10:22:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1839,2024-09-13T22:08:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1839,2024-09-13T22:08:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1839,2024-09-13T22:08:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1839,2024-09-16T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1206,1970-01-01T00:00:00.000Z,4050.0,4050.0,,,
invoice receipt:1206,2023-11-27T21:17:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1206,2023-11-27T21:17:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1206,2023-11-27T21:17:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1206,2023-11-28T05:44:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1206,2023-11-28T05:44:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1206,2023-11-28T05:44:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1206,2023-11-28T08:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1206,2023-11-28T08:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:911,1970-01-01T00:00:00.000Z,24850.0,24850.0,,,
invoice receipt:911,2023-07-07T07:22:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:911,2023-07-07T07:22:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:911,2023-07-07T07:22:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:911,2023-07-07T07:32:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:911,2023-07-07T11:24:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:911,2023-07-07T11:24:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:911,2023-07-07T11:24:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:911,2023-07-07T11:34:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1443,1970-01-01T00:00:00.000Z,82600.0,82600.0,,,
invoice receipt:1443,2024-03-06T02:36:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1443,2024-03-06T02:36:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1443,2024-03-06T02:36:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1443,2024-03-06T08:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:654,1970-01-01T00:00:00.000Z,2850.0,2850.0,,,
invoice receipt:654,2023-03-11T01:17:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:654,2023-03-11T01:17:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:654,2023-03-11T01:17:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:654,2023-03-13T08:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:430,1970-01-01T00:00:00.000Z,47550.0,47550.0,,,
invoice receipt:430,2022-10-20T16:43:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:430,2022-10-20T16:43:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:430,2022-10-20T16:43:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:430,2022-10-21T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:754,1970-01-01T00:00:00.000Z,185900.0,185900.0,,,
invoice receipt:754,2023-04-17T21:31:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:754,2023-04-17T21:31:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:754,2023-04-17T21:31:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:754,2023-04-18T05:47:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:754,2023-04-18T05:47:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:754,2023-04-18T05:47:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:754,2023-04-18T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:754,2023-04-18T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:754,2023-04-18T07:38:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:754,2023-04-18T07:38:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:754,2023-04-18T07:38:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:754,2023-04-18T07:48:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:754,2023-04-18T15:43:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:754,2023-04-18T15:43:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:754,2023-04-18T15:43:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:754,2023-04-19T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:106,1970-01-01T00:00:00.000Z,219500.0,219500.0,,,
invoice receipt:106,2022-06-03T13:05:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:106,2022-06-03T13:05:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:106,2022-06-03T13:05:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:106,2022-06-03T13:15:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:106,2022-06-03T16:31:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:106,2022-06-03T16:31:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:106,2022-06-03T16:31:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:106,2022-06-03T23:57:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:106,2022-06-03T23:57:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:106,2022-06-03T23:57:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:106,2022-06-06T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:106,2022-06-06T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1560,1970-01-01T00:00:00.000Z,67800.0,67800.0,,,
invoice receipt:1560,2024-05-02T01:52:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:1560,2024-05-02T01:52:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:1560,2024-05-02T01:52:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:1560,2024-05-02T07:10:00.000Z,,,,,PaymentBlockRSEGZLSPR
invoice receipt:415,1970-01-01T00:00:00.000Z,42250.0,42250.0,,,
invoice receipt:415,2022-10-12T15:40:00.000Z,,,,,DebitAmountBSEGDMBTR
invoice receipt:415,2022-10-12T15:40:00.000Z,,,,,CreditAmountBSEGWRBTR
invoice receipt:415,2022-10-12T15:40:00.000Z,,,,,PaymentBlockRSEGZLSPR
