ocel_source_id,ocel_target_id,ocel_qualifier
goods receipt:173,invoice receipt:166,Invoice Receipt of Goods Receipt
goods receipt:173,payment:87,goods_receipt_pm
goods receipt:1435,purchase_order:1180,Good Receipts of Purchase Order
goods receipt:1435,invoice receipt:1425,Invoice Receipt of Goods Receipt
goods receipt:1435,payment:682,goods_receipt_pm
goods receipt:1872,purchase_order:1526,Good Receipts of Purchase Order
goods receipt:1872,invoice receipt:1868,Invoice Receipt of Goods Receipt
goods receipt:1872,payment:891,goods_receipt_pm
goods receipt:1465,purchase_order:1205,Good Receipts of Purchase Order
goods receipt:1465,invoice receipt:1469,Invoice Receipt of Goods Receipt
goods receipt:1465,payment:700,goods_receipt_pm
goods receipt:1442,purchase_order:1195,Good Receipts of Purchase Order
goods receipt:1442,material:1731,Materials of Goods Receipt
goods receipt:1442,invoice receipt:1442,Invoice Receipt of Goods Receipt
goods receipt:1442,payment:689,goods_receipt_pm
goods receipt:1033,purchase_order:851,Good Receipts of Purchase Order
goods receipt:1033,invoice receipt:1027,Invoice Receipt of Goods Receipt
goods receipt:1033,payment:500,goods_receipt_pm
goods receipt:1910,purchase_order:1523,Good Receipts of Purchase Order
goods receipt:1910,invoice receipt:1901,Invoice Receipt of Goods Receipt
goods receipt:1910,payment:905,goods_receipt_pm
goods receipt:1787,purchase_order:1468,Good Receipts of Purchase Order
goods receipt:1787,invoice receipt:1788,Invoice Receipt of Goods Receipt
goods receipt:1787,payment:854,goods_receipt_pm
goods receipt:1523,purchase_order:1254,Good Receipts of Purchase Order
goods receipt:1523,invoice receipt:1518,Invoice Receipt of Goods Receipt
goods receipt:1523,payment:726,goods_receipt_pm
goods receipt:1202,purchase_order:992,Good Receipts of Purchase Order
goods receipt:1202,material:1431,Materials of Goods Receipt
goods receipt:1202,invoice receipt:1204,Invoice Receipt of Goods Receipt
goods receipt:1202,payment:577,goods_receipt_pm
goods receipt:689,purchase_order:572,Good Receipts of Purchase Order
goods receipt:689,invoice receipt:677,Invoice Receipt of Goods Receipt
goods receipt:689,payment:329,goods_receipt_pm
goods receipt:216,purchase_order:197,Good Receipts of Purchase Order
goods receipt:216,invoice receipt:231,Invoice Receipt of Goods Receipt
goods receipt:216,payment:115,goods_receipt_pm
goods receipt:383,purchase_order:328,Good Receipts of Purchase Order
goods receipt:383,invoice receipt:380,Invoice Receipt of Goods Receipt
goods receipt:383,payment:186,goods_receipt_pm
goods receipt:812,purchase_order:675,Good Receipts of Purchase Order
goods receipt:812,invoice receipt:799,Invoice Receipt of Goods Receipt
goods receipt:812,payment:387,goods_receipt_pm
goods receipt:1217,purchase_order:1022,Good Receipts of Purchase Order
goods receipt:1217,material:1470,Materials of Goods Receipt
goods receipt:1217,material:1469,Materials of Goods Receipt
goods receipt:1217,invoice receipt:1223,Invoice Receipt of Goods Receipt
goods receipt:1217,payment:587,goods_receipt_pm
goods receipt:1454,purchase_order:1198,Good Receipts of Purchase Order
goods receipt:1454,invoice receipt:1453,Invoice Receipt of Goods Receipt
goods receipt:1454,payment:695,goods_receipt_pm
goods receipt:1554,purchase_order:1272,Good Receipts of Purchase Order
goods receipt:1554,invoice receipt:1545,Invoice Receipt of Goods Receipt
goods receipt:1554,payment:740,goods_receipt_pm
goods receipt:1146,purchase_order:954,Good Receipts of Purchase Order
goods receipt:1146,invoice receipt:1147,Invoice Receipt of Goods Receipt
goods receipt:1146,payment:552,goods_receipt_pm
goods receipt:1676,purchase_order:1374,Good Receipts of Purchase Order
goods receipt:1676,invoice receipt:1675,Invoice Receipt of Goods Receipt
goods receipt:1676,payment:804,goods_receipt_pm
goods receipt:1211,purchase_order:996,Good Receipts of Purchase Order
goods receipt:1211,invoice receipt:1212,Invoice Receipt of Goods Receipt
goods receipt:1211,payment:582,goods_receipt_pm
goods receipt:140,purchase_order:93,Good Receipts of Purchase Order
goods receipt:140,invoice receipt:134,Invoice Receipt of Goods Receipt
goods receipt:140,payment:75,goods_receipt_pm
goods receipt:683,purchase_order:567,Good Receipts of Purchase Order
goods receipt:683,invoice receipt:683,Invoice Receipt of Goods Receipt
goods receipt:683,payment:331,goods_receipt_pm
goods receipt:1194,purchase_order:980,Good Receipts of Purchase Order
goods receipt:1194,invoice receipt:1187,Invoice Receipt of Goods Receipt
goods receipt:1194,payment:575,goods_receipt_pm
goods receipt:707,purchase_order:581,Good Receipts of Purchase Order
goods receipt:707,invoice receipt:705,Invoice Receipt of Goods Receipt
goods receipt:707,payment:341,goods_receipt_pm
goods receipt:1597,purchase_order:1305,Good Receipts of Purchase Order
goods receipt:1597,invoice receipt:1599,Invoice Receipt of Goods Receipt
goods receipt:1597,payment:770,goods_receipt_pm
goods receipt:534,purchase_order:448,Good Receipts of Purchase Order
goods receipt:534,invoice receipt:543,Invoice Receipt of Goods Receipt
goods receipt:534,payment:269,goods_receipt_pm
goods receipt:971,purchase_order:791,Good Receipts of Purchase Order
goods receipt:971,invoice receipt:968,Invoice Receipt of Goods Receipt
goods receipt:971,payment:474,goods_receipt_pm
goods receipt:1250,purchase_order:1034,Good Receipts of Purchase Order
goods receipt:1250,invoice receipt:1249,Invoice Receipt of Goods Receipt
goods receipt:1250,payment:598,goods_receipt_pm
goods receipt:1301,purchase_order:1080,Good Receipts of Purchase Order
goods receipt:1301,material:1551,Materials of Goods Receipt
goods receipt:1301,material:1548,Materials of Goods Receipt
goods receipt:1301,material:1549,Materials of Goods Receipt
goods receipt:1301,material:1550,Materials of Goods Receipt
goods receipt:1301,invoice receipt:1304,Invoice Receipt of Goods Receipt
goods receipt:1301,payment:624,goods_receipt_pm
goods receipt:1737,purchase_order:1439,Good Receipts of Purchase Order
goods receipt:1737,invoice receipt:1735,Invoice Receipt of Goods Receipt
goods receipt:1737,payment:833,goods_receipt_pm
goods receipt:524,purchase_order:446,Good Receipts of Purchase Order
goods receipt:524,invoice receipt:521,Invoice Receipt of Goods Receipt
goods receipt:524,payment:260,goods_receipt_pm
goods receipt:1000,purchase_order:822,Good Receipts of Purchase Order
goods receipt:1000,invoice receipt:997,Invoice Receipt of Goods Receipt
goods receipt:1000,payment:487,goods_receipt_pm
goods receipt:1107,purchase_order:919,Good Receipts of Purchase Order
goods receipt:1107,material:1329,Materials of Goods Receipt
goods receipt:1107,material:1330,Materials of Goods Receipt
goods receipt:1107,invoice receipt:1105,Invoice Receipt of Goods Receipt
goods receipt:1107,payment:533,goods_receipt_pm
goods receipt:955,purchase_order:773,Good Receipts of Purchase Order
goods receipt:955,invoice receipt:953,Invoice Receipt of Goods Receipt
goods receipt:955,payment:468,goods_receipt_pm
goods receipt:904,purchase_order:741,Good Receipts of Purchase Order
goods receipt:904,invoice receipt:908,Invoice Receipt of Goods Receipt
goods receipt:904,payment:436,goods_receipt_pm
goods receipt:459,purchase_order:386,Good Receipts of Purchase Order
goods receipt:459,invoice receipt:457,Invoice Receipt of Goods Receipt
goods receipt:459,payment:225,goods_receipt_pm
goods receipt:1763,purchase_order:1446,Good Receipts of Purchase Order
goods receipt:1763,material:2070,Materials of Goods Receipt
goods receipt:1763,invoice receipt:1769,Invoice Receipt of Goods Receipt
goods receipt:1763,payment:843,goods_receipt_pm
goods receipt:390,purchase_order:335,Good Receipts of Purchase Order
goods receipt:390,invoice receipt:391,Invoice Receipt of Goods Receipt
goods receipt:390,payment:199,goods_receipt_pm
goods receipt:334,purchase_order:287,Good Receipts of Purchase Order
goods receipt:334,material:431,Materials of Goods Receipt
goods receipt:334,invoice receipt:354,Invoice Receipt of Goods Receipt
goods receipt:334,payment:175,goods_receipt_pm
goods receipt:1163,purchase_order:966,Good Receipts of Purchase Order
goods receipt:1163,invoice receipt:1159,Invoice Receipt of Goods Receipt
goods receipt:1163,payment:557,goods_receipt_pm
goods receipt:1911,purchase_order:1576,Good Receipts of Purchase Order
goods receipt:1911,invoice receipt:1912,Invoice Receipt of Goods Receipt
goods receipt:1911,payment:913,goods_receipt_pm
goods receipt:786,purchase_order:650,Good Receipts of Purchase Order
goods receipt:786,invoice receipt:784,Invoice Receipt of Goods Receipt
goods receipt:786,payment:380,goods_receipt_pm
goods receipt:855,purchase_order:701,Good Receipts of Purchase Order
goods receipt:855,invoice receipt:850,Invoice Receipt of Goods Receipt
goods receipt:855,payment:412,goods_receipt_pm
goods receipt:10,purchase_order:10,Good Receipts of Purchase Order
goods receipt:10,invoice receipt:17,Invoice Receipt of Goods Receipt
goods receipt:10,payment:10,goods_receipt_pm
goods receipt:48,purchase_order:34,Good Receipts of Purchase Order
goods receipt:48,invoice receipt:47,Invoice Receipt of Goods Receipt
goods receipt:48,payment:24,goods_receipt_pm
goods receipt:1030,purchase_order:841,Good Receipts of Purchase Order
goods receipt:1030,invoice receipt:1032,Invoice Receipt of Goods Receipt
goods receipt:1030,payment:501,goods_receipt_pm
goods receipt:506,purchase_order:433,Good Receipts of Purchase Order
goods receipt:506,material:605,Materials of Goods Receipt
goods receipt:506,invoice receipt:502,Invoice Receipt of Goods Receipt
goods receipt:506,payment:250,goods_receipt_pm
goods receipt:270,purchase_order:221,Good Receipts of Purchase Order
goods receipt:270,invoice receipt:263,Invoice Receipt of Goods Receipt
goods receipt:270,payment:125,goods_receipt_pm
goods receipt:682,purchase_order:567,Good Receipts of Purchase Order
goods receipt:682,material:808,Materials of Goods Receipt
goods receipt:682,invoice receipt:684,Invoice Receipt of Goods Receipt
goods receipt:682,payment:331,goods_receipt_pm
goods receipt:157,purchase_order:144,Good Receipts of Purchase Order
goods receipt:157,invoice receipt:165,Invoice Receipt of Goods Receipt
goods receipt:157,payment:89,goods_receipt_pm
goods receipt:1487,purchase_order:1237,Good Receipts of Purchase Order
goods receipt:1487,material:1791,Materials of Goods Receipt
goods receipt:1487,invoice receipt:1485,Invoice Receipt of Goods Receipt
goods receipt:1487,payment:711,goods_receipt_pm
goods receipt:1083,purchase_order:870,Good Receipts of Purchase Order
goods receipt:1083,invoice receipt:1076,Invoice Receipt of Goods Receipt
goods receipt:1083,payment:523,goods_receipt_pm
goods receipt:1341,purchase_order:1101,Good Receipts of Purchase Order
goods receipt:1341,material:1584,Materials of Goods Receipt
goods receipt:1341,invoice receipt:1337,Invoice Receipt of Goods Receipt
goods receipt:1341,payment:639,goods_receipt_pm
goods receipt:1774,purchase_order:1459,Good Receipts of Purchase Order
goods receipt:1774,invoice receipt:1770,Invoice Receipt of Goods Receipt
goods receipt:1774,payment:846,goods_receipt_pm
goods receipt:471,purchase_order:400,Good Receipts of Purchase Order
goods receipt:471,material:559,Materials of Goods Receipt
goods receipt:471,material:558,Materials of Goods Receipt
goods receipt:471,invoice receipt:471,Invoice Receipt of Goods Receipt
goods receipt:471,payment:232,goods_receipt_pm
goods receipt:37,purchase_order:38,Good Receipts of Purchase Order
goods receipt:37,invoice receipt:34,Invoice Receipt of Goods Receipt
goods receipt:37,payment:19,goods_receipt_pm
goods receipt:250,purchase_order:217,Good Receipts of Purchase Order
goods receipt:250,material:301,Materials of Goods Receipt
goods receipt:250,invoice receipt:248,Invoice Receipt of Goods Receipt
goods receipt:250,payment:121,goods_receipt_pm
goods receipt:1520,purchase_order:1251,Good Receipts of Purchase Order
goods receipt:1520,material:1813,Materials of Goods Receipt
goods receipt:1520,invoice receipt:1522,Invoice Receipt of Goods Receipt
goods receipt:1520,payment:730,goods_receipt_pm
goods receipt:1634,purchase_order:1346,Good Receipts of Purchase Order
goods receipt:1634,material:1952,Materials of Goods Receipt
goods receipt:1634,invoice receipt:1631,Invoice Receipt of Goods Receipt
goods receipt:1634,payment:785,goods_receipt_pm
goods receipt:1254,purchase_order:1041,Good Receipts of Purchase Order
goods receipt:1254,invoice receipt:1255,Invoice Receipt of Goods Receipt
goods receipt:1254,payment:602,goods_receipt_pm
goods receipt:1616,purchase_order:1327,Good Receipts of Purchase Order
goods receipt:1616,material:1944,Materials of Goods Receipt
goods receipt:1616,invoice receipt:1610,Invoice Receipt of Goods Receipt
goods receipt:1616,payment:776,goods_receipt_pm
goods receipt:304,purchase_order:262,Good Receipts of Purchase Order
goods receipt:304,invoice receipt:306,Invoice Receipt of Goods Receipt
goods receipt:304,payment:147,goods_receipt_pm
goods receipt:1660,purchase_order:1361,Good Receipts of Purchase Order
goods receipt:1660,invoice receipt:1659,Invoice Receipt of Goods Receipt
goods receipt:1660,payment:792,goods_receipt_pm
goods receipt:284,purchase_order:236,Good Receipts of Purchase Order
goods receipt:284,invoice receipt:283,Invoice Receipt of Goods Receipt
goods receipt:284,payment:138,goods_receipt_pm
goods receipt:36,purchase_order:38,Good Receipts of Purchase Order
goods receipt:36,invoice receipt:33,Invoice Receipt of Goods Receipt
goods receipt:36,payment:19,goods_receipt_pm
goods receipt:1904,purchase_order:1571,Good Receipts of Purchase Order
goods receipt:1904,invoice receipt:1903,Invoice Receipt of Goods Receipt
goods receipt:1904,payment:911,goods_receipt_pm
goods receipt:439,purchase_order:376,Good Receipts of Purchase Order
goods receipt:439,material:482,Materials of Goods Receipt
goods receipt:439,material:481,Materials of Goods Receipt
goods receipt:439,invoice receipt:439,Invoice Receipt of Goods Receipt
goods receipt:439,payment:218,goods_receipt_pm
goods receipt:1090,purchase_order:895,Good Receipts of Purchase Order
goods receipt:1090,invoice receipt:1091,Invoice Receipt of Goods Receipt
goods receipt:1090,payment:525,goods_receipt_pm
goods receipt:1336,purchase_order:1109,Good Receipts of Purchase Order
goods receipt:1336,invoice receipt:1333,Invoice Receipt of Goods Receipt
goods receipt:1336,payment:638,goods_receipt_pm
goods receipt:898,purchase_order:736,Good Receipts of Purchase Order
goods receipt:898,invoice receipt:902,Invoice Receipt of Goods Receipt
goods receipt:898,payment:438,goods_receipt_pm
goods receipt:231,purchase_order:202,Good Receipts of Purchase Order
goods receipt:231,invoice receipt:225,Invoice Receipt of Goods Receipt
goods receipt:231,payment:112,goods_receipt_pm
goods receipt:1827,purchase_order:1517,Good Receipts of Purchase Order
goods receipt:1827,material:2206,Materials of Goods Receipt
goods receipt:1827,invoice receipt:1827,Invoice Receipt of Goods Receipt
goods receipt:1827,payment:875,goods_receipt_pm
goods receipt:778,purchase_order:644,Good Receipts of Purchase Order
goods receipt:778,material:930,Materials of Goods Receipt
goods receipt:778,invoice receipt:787,Invoice Receipt of Goods Receipt
goods receipt:778,payment:381,goods_receipt_pm
goods receipt:135,purchase_order:126,Good Receipts of Purchase Order
goods receipt:135,material:183,Materials of Goods Receipt
goods receipt:135,material:182,Materials of Goods Receipt
goods receipt:135,invoice receipt:143,Invoice Receipt of Goods Receipt
goods receipt:135,payment:77,goods_receipt_pm
goods receipt:888,purchase_order:729,Good Receipts of Purchase Order
goods receipt:888,invoice receipt:887,Invoice Receipt of Goods Receipt
goods receipt:888,payment:430,goods_receipt_pm
goods receipt:435,purchase_order:366,Good Receipts of Purchase Order
goods receipt:435,invoice receipt:427,Invoice Receipt of Goods Receipt
goods receipt:435,payment:214,goods_receipt_pm
goods receipt:162,purchase_order:146,Good Receipts of Purchase Order
goods receipt:162,material:210,Materials of Goods Receipt
goods receipt:162,material:211,Materials of Goods Receipt
goods receipt:162,invoice receipt:163,Invoice Receipt of Goods Receipt
goods receipt:162,payment:86,goods_receipt_pm
goods receipt:826,purchase_order:681,Good Receipts of Purchase Order
goods receipt:826,invoice receipt:817,Invoice Receipt of Goods Receipt
goods receipt:826,payment:393,goods_receipt_pm
goods receipt:1901,purchase_order:1575,Good Receipts of Purchase Order
goods receipt:1901,material:2216,Materials of Goods Receipt
goods receipt:1901,invoice receipt:1899,Invoice Receipt of Goods Receipt
goods receipt:1901,payment:909,goods_receipt_pm
goods receipt:1753,purchase_order:1430,Good Receipts of Purchase Order
goods receipt:1753,invoice receipt:1742,Invoice Receipt of Goods Receipt
goods receipt:1753,payment:836,goods_receipt_pm
goods receipt:1377,purchase_order:1139,Good Receipts of Purchase Order
goods receipt:1377,material:1648,Materials of Goods Receipt
goods receipt:1377,material:1649,Materials of Goods Receipt
goods receipt:1377,invoice receipt:1372,Invoice Receipt of Goods Receipt
goods receipt:1377,payment:655,goods_receipt_pm
goods receipt:169,purchase_order:135,Good Receipts of Purchase Order
goods receipt:169,invoice receipt:169,Invoice Receipt of Goods Receipt
goods receipt:169,payment:88,goods_receipt_pm
goods receipt:947,purchase_order:795,Good Receipts of Purchase Order
goods receipt:947,invoice receipt:945,Invoice Receipt of Goods Receipt
goods receipt:947,payment:463,goods_receipt_pm
goods receipt:960,purchase_order:783,Good Receipts of Purchase Order
goods receipt:960,invoice receipt:972,Invoice Receipt of Goods Receipt
goods receipt:960,payment:473,goods_receipt_pm
goods receipt:765,purchase_order:632,Good Receipts of Purchase Order
goods receipt:765,invoice receipt:765,Invoice Receipt of Goods Receipt
goods receipt:765,payment:370,goods_receipt_pm
goods receipt:238,purchase_order:198,Good Receipts of Purchase Order
goods receipt:238,invoice receipt:242,Invoice Receipt of Goods Receipt
goods receipt:238,payment:118,goods_receipt_pm
goods receipt:576,purchase_order:483,Good Receipts of Purchase Order
goods receipt:576,material:696,Materials of Goods Receipt
goods receipt:576,invoice receipt:572,Invoice Receipt of Goods Receipt
goods receipt:576,payment:284,goods_receipt_pm
goods receipt:61,purchase_order:48,Good Receipts of Purchase Order
goods receipt:61,invoice receipt:54,Invoice Receipt of Goods Receipt
goods receipt:61,payment:31,goods_receipt_pm
goods receipt:422,purchase_order:371,Good Receipts of Purchase Order
goods receipt:422,invoice receipt:422,Invoice Receipt of Goods Receipt
goods receipt:422,payment:210,goods_receipt_pm
goods receipt:333,purchase_order:269,Good Receipts of Purchase Order
goods receipt:333,invoice receipt:336,Invoice Receipt of Goods Receipt
goods receipt:333,payment:169,goods_receipt_pm
goods receipt:1383,purchase_order:1145,Good Receipts of Purchase Order
goods receipt:1383,invoice receipt:1391,Invoice Receipt of Goods Receipt
goods receipt:1383,payment:664,goods_receipt_pm
goods receipt:1909,purchase_order:1523,Good Receipts of Purchase Order
goods receipt:1909,invoice receipt:1900,Invoice Receipt of Goods Receipt
goods receipt:1909,payment:905,goods_receipt_pm
goods receipt:973,purchase_order:791,Good Receipts of Purchase Order
goods receipt:973,invoice receipt:969,Invoice Receipt of Goods Receipt
goods receipt:973,payment:474,goods_receipt_pm
goods receipt:1557,purchase_order:1282,Good Receipts of Purchase Order
goods receipt:1557,material:1870,Materials of Goods Receipt
goods receipt:1557,invoice receipt:1555,Invoice Receipt of Goods Receipt
goods receipt:1557,payment:742,goods_receipt_pm
goods receipt:226,purchase_order:192,Good Receipts of Purchase Order
goods receipt:226,invoice receipt:218,Invoice Receipt of Goods Receipt
goods receipt:226,payment:108,goods_receipt_pm
goods receipt:1021,purchase_order:833,Good Receipts of Purchase Order
goods receipt:1021,material:1224,Materials of Goods Receipt
goods receipt:1021,invoice receipt:1034,Invoice Receipt of Goods Receipt
goods receipt:1021,payment:499,goods_receipt_pm
goods receipt:445,purchase_order:375,Good Receipts of Purchase Order
goods receipt:445,invoice receipt:443,Invoice Receipt of Goods Receipt
goods receipt:445,payment:220,goods_receipt_pm
goods receipt:186,purchase_order:163,Good Receipts of Purchase Order
goods receipt:186,invoice receipt:201,Invoice Receipt of Goods Receipt
goods receipt:186,payment:100,goods_receipt_pm
goods receipt:327,purchase_order:278,Good Receipts of Purchase Order
goods receipt:327,material:403,Materials of Goods Receipt
goods receipt:327,invoice receipt:330,Invoice Receipt of Goods Receipt
goods receipt:327,payment:161,goods_receipt_pm
goods receipt:527,purchase_order:442,Good Receipts of Purchase Order
goods receipt:527,invoice receipt:536,Invoice Receipt of Goods Receipt
goods receipt:527,payment:265,goods_receipt_pm
goods receipt:190,purchase_order:175,Good Receipts of Purchase Order
goods receipt:190,invoice receipt:185,Invoice Receipt of Goods Receipt
goods receipt:190,payment:102,goods_receipt_pm
goods receipt:1700,purchase_order:1394,Good Receipts of Purchase Order
goods receipt:1700,invoice receipt:1696,Invoice Receipt of Goods Receipt
goods receipt:1700,payment:813,goods_receipt_pm
goods receipt:237,purchase_order:198,Good Receipts of Purchase Order
goods receipt:237,invoice receipt:240,Invoice Receipt of Goods Receipt
goods receipt:237,payment:118,goods_receipt_pm
goods receipt:649,purchase_order:552,Good Receipts of Purchase Order
goods receipt:649,material:825,Materials of Goods Receipt
goods receipt:649,invoice receipt:663,Invoice Receipt of Goods Receipt
goods receipt:649,payment:318,goods_receipt_pm
goods receipt:703,purchase_order:579,Good Receipts of Purchase Order
goods receipt:703,invoice receipt:699,Invoice Receipt of Goods Receipt
goods receipt:703,payment:338,goods_receipt_pm
goods receipt:757,purchase_order:623,Good Receipts of Purchase Order
goods receipt:757,invoice receipt:752,Invoice Receipt of Goods Receipt
goods receipt:757,payment:363,goods_receipt_pm
goods receipt:874,purchase_order:718,Good Receipts of Purchase Order
goods receipt:874,material:1052,Materials of Goods Receipt
goods receipt:874,material:1051,Materials of Goods Receipt
goods receipt:874,material:1050,Materials of Goods Receipt
goods receipt:874,invoice receipt:875,Invoice Receipt of Goods Receipt
goods receipt:874,payment:423,goods_receipt_pm
goods receipt:1443,purchase_order:1187,Good Receipts of Purchase Order
goods receipt:1443,invoice receipt:1457,Invoice Receipt of Goods Receipt
goods receipt:1443,payment:697,goods_receipt_pm
goods receipt:382,purchase_order:331,Good Receipts of Purchase Order
goods receipt:382,material:457,Materials of Goods Receipt
goods receipt:382,invoice receipt:389,Invoice Receipt of Goods Receipt
goods receipt:382,payment:194,goods_receipt_pm
goods receipt:783,purchase_order:636,Good Receipts of Purchase Order
goods receipt:783,invoice receipt:777,Invoice Receipt of Goods Receipt
goods receipt:783,payment:379,goods_receipt_pm
goods receipt:1175,purchase_order:968,Good Receipts of Purchase Order
goods receipt:1175,invoice receipt:1175,Invoice Receipt of Goods Receipt
goods receipt:1175,payment:564,goods_receipt_pm
goods receipt:1848,purchase_order:1521,Good Receipts of Purchase Order
goods receipt:1848,invoice receipt:1848,Invoice Receipt of Goods Receipt
goods receipt:1848,payment:883,goods_receipt_pm
goods receipt:1428,purchase_order:1178,Good Receipts of Purchase Order
goods receipt:1428,invoice receipt:1439,Invoice Receipt of Goods Receipt
goods receipt:1428,payment:688,goods_receipt_pm
goods receipt:1647,purchase_order:1363,Good Receipts of Purchase Order
goods receipt:1647,invoice receipt:1650,Invoice Receipt of Goods Receipt
goods receipt:1647,payment:795,goods_receipt_pm
goods receipt:1365,purchase_order:1116,Good Receipts of Purchase Order
goods receipt:1365,invoice receipt:1369,Invoice Receipt of Goods Receipt
goods receipt:1365,payment:653,goods_receipt_pm
goods receipt:217,purchase_order:197,Good Receipts of Purchase Order
goods receipt:217,material:291,Materials of Goods Receipt
goods receipt:217,invoice receipt:233,Invoice Receipt of Goods Receipt
goods receipt:217,payment:115,goods_receipt_pm
goods receipt:182,purchase_order:158,Good Receipts of Purchase Order
goods receipt:182,invoice receipt:174,Invoice Receipt of Goods Receipt
goods receipt:182,payment:90,goods_receipt_pm
goods receipt:257,purchase_order:222,Good Receipts of Purchase Order
goods receipt:257,material:322,Materials of Goods Receipt
goods receipt:257,invoice receipt:270,Invoice Receipt of Goods Receipt
goods receipt:257,payment:127,goods_receipt_pm
goods receipt:1862,purchase_order:1529,Good Receipts of Purchase Order
goods receipt:1862,invoice receipt:1858,Invoice Receipt of Goods Receipt
goods receipt:1862,payment:886,goods_receipt_pm
goods receipt:1841,purchase_order:1519,Good Receipts of Purchase Order
goods receipt:1841,invoice receipt:1846,Invoice Receipt of Goods Receipt
goods receipt:1841,payment:880,goods_receipt_pm
goods receipt:548,purchase_order:453,Good Receipts of Purchase Order
goods receipt:548,invoice receipt:553,Invoice Receipt of Goods Receipt
goods receipt:548,payment:274,goods_receipt_pm
goods receipt:313,purchase_order:259,Good Receipts of Purchase Order
goods receipt:313,invoice receipt:310,Invoice Receipt of Goods Receipt
goods receipt:313,payment:153,goods_receipt_pm
goods receipt:298,purchase_order:248,Good Receipts of Purchase Order
goods receipt:298,invoice receipt:300,Invoice Receipt of Goods Receipt
goods receipt:298,payment:145,goods_receipt_pm
goods receipt:1873,purchase_order:1526,Good Receipts of Purchase Order
goods receipt:1873,material:2225,Materials of Goods Receipt
goods receipt:1873,invoice receipt:1869,Invoice Receipt of Goods Receipt
goods receipt:1873,payment:891,goods_receipt_pm
goods receipt:18,purchase_order:13,Good Receipts of Purchase Order
goods receipt:18,invoice receipt:32,Invoice Receipt of Goods Receipt
goods receipt:18,payment:17,goods_receipt_pm
goods receipt:755,purchase_order:623,Good Receipts of Purchase Order
goods receipt:755,invoice receipt:751,Invoice Receipt of Goods Receipt
goods receipt:755,payment:363,goods_receipt_pm
goods receipt:1856,purchase_order:1535,Good Receipts of Purchase Order
goods receipt:1856,invoice receipt:1853,Invoice Receipt of Goods Receipt
goods receipt:1856,payment:887,goods_receipt_pm
goods receipt:1205,purchase_order:1003,Good Receipts of Purchase Order
goods receipt:1205,invoice receipt:1208,Invoice Receipt of Goods Receipt
goods receipt:1205,payment:580,goods_receipt_pm
goods receipt:1471,purchase_order:1218,Good Receipts of Purchase Order
goods receipt:1471,invoice receipt:1478,Invoice Receipt of Goods Receipt
goods receipt:1471,payment:706,goods_receipt_pm
goods receipt:672,purchase_order:557,Good Receipts of Purchase Order
goods receipt:672,invoice receipt:694,Invoice Receipt of Goods Receipt
goods receipt:672,payment:337,goods_receipt_pm
goods receipt:408,purchase_order:346,Good Receipts of Purchase Order
goods receipt:408,invoice receipt:405,Invoice Receipt of Goods Receipt
goods receipt:408,payment:198,goods_receipt_pm
goods receipt:1812,purchase_order:1495,Good Receipts of Purchase Order
goods receipt:1812,invoice receipt:1812,Invoice Receipt of Goods Receipt
goods receipt:1812,payment:866,goods_receipt_pm
goods receipt:1258,purchase_order:1030,Good Receipts of Purchase Order
goods receipt:1258,invoice receipt:1258,Invoice Receipt of Goods Receipt
goods receipt:1258,payment:603,goods_receipt_pm
goods receipt:998,purchase_order:822,Good Receipts of Purchase Order
goods receipt:998,invoice receipt:999,Invoice Receipt of Goods Receipt
goods receipt:998,payment:487,goods_receipt_pm
goods receipt:894,purchase_order:743,Good Receipts of Purchase Order
goods receipt:894,invoice receipt:892,Invoice Receipt of Goods Receipt
goods receipt:894,payment:429,goods_receipt_pm
goods receipt:1742,purchase_order:1443,Good Receipts of Purchase Order
goods receipt:1742,invoice receipt:1743,Invoice Receipt of Goods Receipt
goods receipt:1742,payment:839,goods_receipt_pm
goods receipt:1327,purchase_order:1102,Good Receipts of Purchase Order
goods receipt:1327,material:1595,Materials of Goods Receipt
goods receipt:1327,invoice receipt:1323,Invoice Receipt of Goods Receipt
goods receipt:1327,payment:637,goods_receipt_pm
goods receipt:1821,purchase_order:1496,Good Receipts of Purchase Order
goods receipt:1821,invoice receipt:1821,Invoice Receipt of Goods Receipt
goods receipt:1821,payment:869,goods_receipt_pm
goods receipt:473,purchase_order:395,Good Receipts of Purchase Order
goods receipt:473,invoice receipt:473,Invoice Receipt of Goods Receipt
goods receipt:473,payment:235,goods_receipt_pm
goods receipt:1732,purchase_order:1421,Good Receipts of Purchase Order
goods receipt:1732,invoice receipt:1731,Invoice Receipt of Goods Receipt
goods receipt:1732,payment:830,goods_receipt_pm
goods receipt:604,purchase_order:513,Good Receipts of Purchase Order
goods receipt:604,invoice receipt:607,Invoice Receipt of Goods Receipt
goods receipt:604,payment:296,goods_receipt_pm
goods receipt:272,purchase_order:221,Good Receipts of Purchase Order
goods receipt:272,material:326,Materials of Goods Receipt
goods receipt:272,invoice receipt:265,Invoice Receipt of Goods Receipt
goods receipt:272,payment:125,goods_receipt_pm
goods receipt:457,purchase_order:389,Good Receipts of Purchase Order
goods receipt:457,material:561,Materials of Goods Receipt
goods receipt:457,material:562,Materials of Goods Receipt
goods receipt:457,material:563,Materials of Goods Receipt
goods receipt:457,material:560,Materials of Goods Receipt
goods receipt:457,invoice receipt:463,Invoice Receipt of Goods Receipt
